episode,reward,loss
1,197.89742923527956,28.094543454647063
2,198.9411437138915,27.288910245597364
3,201.5561083033681,27.600150762200357
4,200.8155996054411,27.557429963350295
5,209.74154034256935,28.72017920322716
6,206.94248250871897,26.579266087710856
7,201.47310009598732,26.259835246251896
8,199.8077941685915,25.642469635866583
9,206.008424885571,28.124868783093987
10,204.21634402871132,26.748768933415413
11,202.28483785688877,26.157879322171212
12,202.8225239738822,27.138877126127483
13,204.1476492509246,27.528021823093294
14,199.56372366845608,25.11723565999593
15,204.7834441512823,27.716488298773765
16,202.40560701489449,27.15924423635006
17,199.49062253534794,26.067202020026745
18,191.47087806463242,24.232366510778665
19,204.77586491405964,27.015496065616606
20,195.5707798153162,25.510604846403
21,189.73888377845287,25.105945447087286
22,196.15325665473938,24.678843744697517
23,202.9066199362278,25.53893967360258
24,211.86683279275894,28.18314719170332
25,195.47479919344187,25.482074511162935
26,196.81903851032257,24.768949630707503
27,197.6065448001027,26.123524378314613
28,200.66658557206392,25.134425369776945
29,203.85158609598875,26.44934376180172
30,199.24685130268335,26.853775749877094
31,201.14036118984222,26.842594851814212
32,210.65202720463276,27.616565594165586
33,193.1717124953866,24.956214113235475
34,204.5094151943922,26.479975391440092
35,183.2182195186615,22.358530438281594
36,203.88864335417747,26.66925602465868
37,187.05742679536343,22.835489369202406
38,204.72410228848457,27.73499946694821
39,205.7522316724062,27.1983113078773
40,190.37800380587578,23.535319400429724
41,203.09122693538666,26.615029945224524
42,189.83184363693,25.055789222493768
43,187.0376998707652,23.07344730596058
44,201.8251981511712,26.180340850800278
45,196.93466317653656,25.131015315240948
46,209.09928153455257,27.772441635131838
47,188.7415025383234,22.502803059522993
48,195.0684221163392,24.251666721105575
49,191.72543694078922,24.263635256513954
50,199.10974499583244,24.202208519652487
51,199.607431858778,26.592761691212655
52,191.0242590457201,25.088772690212355
53,195.92324452102184,26.092340563517062
54,198.23862831294537,25.345305089033207
55,193.19062943011522,23.896075985739007
56,190.80784671753645,24.929770748615265
57,196.89262506365776,26.023353023529054
58,188.01049874722958,22.326520007252693
59,215.8603485673666,29.1268935495615
60,202.86766525357962,26.747284506075083
61,193.04664056748152,24.10765864504385
62,186.44625844806433,23.568983044028283
63,199.92886390537024,24.815949744405223
64,192.23172899335623,24.036264724528884
65,210.12114856392145,28.019424773454666
66,200.77383344620466,25.476945346152643
67,192.1277048662305,23.84572005289887
68,197.2878244444728,25.377837028894575
69,196.6181361451745,24.336049141903132
70,210.9556554183364,27.14816216323525
71,197.55487179756165,24.65603638716042
72,206.58675936609507,26.52712984740734
73,187.2259140610695,22.982509289383888
74,208.44591295719147,26.66850471836515
75,189.88880000263453,22.98867637004703
76,198.81733337789774,24.53112111006136
77,202.09930297732353,25.441709241875216
78,196.53450664132833,24.90249267119914
79,201.56271862238646,25.556056549889036
80,190.18674286454916,23.21979745840654
81,206.57935567200184,26.15020548627712
82,193.36761607974768,23.608269309811295
83,205.868120059371,25.861960083507
84,207.3983287587762,26.056254189834
85,196.62682082504034,24.156858276492997
86,192.79105166345835,23.265844276463614
87,206.02335712313652,25.82944036374334
88,213.15885185450315,27.48635598456487
89,208.86808260530233,26.487521914299577
90,201.015900939703,25.000778681189985
91,189.1586073115468,22.720153845351888
92,203.62905240803957,25.70680713482667
93,189.27256735414267,22.315634386036546
94,197.69432163238525,24.375398613847793
95,201.59030409902334,25.3171772756055
96,209.5183777064085,26.877426629811524
97,199.88102919608355,24.660586075435063
98,190.9515974074602,23.020198305919767
99,208.57637161761522,26.222747544593002
100,188.43206238001585,22.389299710951747
101,208.42550490051508,26.571445605626796
102,199.0414281859994,24.696479503810405
103,194.08119656145573,23.503610911667348
104,193.24100940674543,23.6413834567129
105,189.70104055851698,22.62539882078767
106,201.8837187588215,25.133996880898376
107,201.25508821755648,25.76523893879028
108,207.85454893112183,28.078799655437468
109,194.92444913834333,24.63873160853982
110,197.6298655718565,24.346303542256354
111,196.372533403337,24.187940326910464
112,191.27070006728172,23.304765002727507
113,186.08777359127998,21.78383874475956
114,199.79623848944902,24.93416136357933
115,201.9123300909996,24.92546200780198
116,187.6225396990776,22.040529458469535
117,198.36940494924784,23.992839340012214
118,187.6354696303606,22.11209762863924
119,195.5736317038536,23.469506491869396
120,197.01252459734678,23.91343238681322
121,199.73644557595253,24.501845965464454
122,203.94574918597937,25.490730032236314
123,202.90900024026632,25.091137238066295
124,196.30075988918543,24.090092684179545
125,186.1975627169013,21.329120228253306
126,203.11617731302977,24.67192170413211
127,199.43657507002354,24.245538223822805
128,207.42231933027506,26.025824527777733
129,201.8951409086585,24.965643479869467
130,205.49747259914875,25.393960082388947
131,186.58972592651844,22.052157034509836
132,198.7913842201233,24.476477456292194
133,193.98680399358273,23.899996923469008
134,197.34547095745802,24.380182785764337
135,191.22150252759457,22.84035798019613
136,202.29857855290174,24.8102230720222
137,203.36139062792063,25.12795275149867
138,197.94341330975294,24.63960663206875
139,214.9301917180419,27.855087409019472
140,201.48347485810518,25.74304606050253
141,201.47355221956968,24.815831567049027
142,197.99736363440752,23.938662001956253
143,196.07427365332842,23.563804933615028
144,199.94746405631304,24.28842154738959
145,200.4989851564169,24.053014857901726
146,200.27550287544727,24.34044169682078
147,200.48963887244463,24.576743529593806
148,206.16423372924328,25.49666798427701
149,199.18569418787956,24.227568620494566
150,188.61322724074125,22.232098630350084
151,189.56778468191624,22.864503661543132
152,203.9231229275465,25.494508280428125
153,193.7981842458248,23.053570308014752
154,200.41246204823256,24.34091052869335
155,206.12734559178352,25.12711272470653
156,197.13228952139616,23.624306547322632
157,197.51311974972486,23.909170289505273
158,194.35856198519468,23.324199973978104
159,201.77012595534325,25.712277406565846
160,192.3607808575034,23.87190802052617
161,204.92855115234852,25.36805423791753
162,194.67652183026075,23.87958753965795
163,208.3254617676139,26.519277181848885
164,189.98593846708536,22.54477530646138
165,203.10368207097054,24.831138775866712
166,191.642327837646,23.201435748948715
167,198.57987174391747,24.30777705373708
168,199.72479433566332,24.372114243470133
169,201.9758503139019,24.769435843464453
170,184.64288126677275,21.292956275665055
171,205.93964149057865,25.33936411757022
172,199.6397197470069,24.430921681970357
173,191.58969323337078,22.94092163952533
174,202.41160752624273,24.48469067649916
175,208.60429595410824,26.4666627388075
176,201.90180931985378,24.765714791212233
177,201.128865160048,24.672057821424676
178,195.58691958338022,23.220581892535556
179,209.15016058832407,26.198949094399577
180,193.46935024112463,22.919642737805844
181,199.94777006655931,24.138918078858406
182,204.35379450023174,25.137014235392016
183,204.4423488304019,25.36985591284989
184,195.8315529152751,23.64054698973894
185,206.5441722124815,25.196239861554933
186,201.60708007961512,24.64352125978563
187,215.91371522843838,27.398709351196885
188,197.5330550149083,23.76503499910468
189,189.37114625424147,21.688769514784216
190,202.00650160759687,24.72776897253003
191,209.8327043429017,26.640775007667834
192,198.89024986326694,24.850884312205018
193,190.45885209739208,22.5208872414357
194,203.0448900386691,25.285618938496338
195,188.88025905936956,22.19053506070748
196,195.1731729656458,23.42452721193433
197,201.93079502880573,24.30162015207112
198,206.28559003025293,25.559336327938365
199,198.71119485795498,24.050372540823446
200,186.67152807116508,21.78874701722292
201,188.8859339952469,22.021606690885964
202,201.53931906819344,24.205668221401282
203,198.88428504765034,24.51950299538672
204,201.31441348791122,24.686184487193824
205,190.09035106003284,22.276837240569293
206,187.6026550233364,21.214543932937087
207,204.8917566165328,24.999897208148614
208,197.75143436342478,23.841291101080714
209,201.0201097652316,23.934200326129794
210,210.78369975090027,26.496248327810317
211,205.93313702195883,25.482924608279717
212,198.500836096704,23.934093638644555
213,189.46161337941885,21.498857881005065
214,191.97636580467224,22.677237628996373
215,197.25545210391283,23.663101259469986
216,192.63042324781418,22.600158942807465
217,194.29806987196207,22.45373195439577
218,196.9262261390686,23.506506348215044
219,198.29466135054827,23.671100814193487
220,211.64444156736135,26.554837798438967
221,190.31284546852112,21.97097395240329
222,198.9434142038226,23.615161107853055
223,209.70566077530384,25.682807909883557
224,204.7776491716504,25.332227593213318
225,198.9847822263837,23.66817729906179
226,194.3771043419838,22.76756821781397
227,189.11544939875603,21.919389929366297
228,204.1324186772108,24.722150968702046
229,198.67049721628428,23.620388117954136
230,190.72362961620092,22.044169238358737
231,206.64874149858952,25.14031183347106
232,211.97113558650017,26.402302397326565
233,208.08212035894394,25.863359081335364
234,191.8082104846835,22.02970485545695
235,193.7369248792529,23.110411724150183
236,195.8619789481163,23.747750822007657
237,200.6560919880867,24.04428764501121
238,205.57364208996296,25.853373638018965
239,190.26103176176548,23.131024082899092
240,202.943584010005,24.53280685953796
241,201.40831676125526,24.38458183942363
242,193.50567876547575,22.961882991045712
243,199.51511271297932,23.877033300101758
244,207.2093935981393,25.435180129562504
245,201.7619488015771,24.013201125226914
246,215.40038876235485,26.93111601588811
247,206.92894663661718,25.1395584594534
248,191.92727822065353,22.028755704386857
249,210.27858740836382,25.62220682948755
250,204.6011035218835,24.77661267449148
251,202.32337450236082,24.203582397568972
252,192.25727798044682,22.14493503279984
253,206.8402857556939,25.049637256856077
254,201.42397628724575,23.75201488532126
255,182.8861048296094,20.399981569575612
256,211.21460823714733,26.074233586359767
257,197.36852253973484,23.24745420999825
258,194.72876566648483,22.603662619032967
259,185.14418064057827,21.032231063818035
260,192.72694101929665,22.430387786652428
261,198.93767576664686,23.544055769811383
262,193.9576894119382,22.5484678667807
263,205.0294664427638,25.155915319025517
264,202.07415688037872,24.337418978500647
