202140,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,1.57
202140,2021-22,Average patients with influenza in ICU,1,HHS Region,0.0
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.13
202140,2021-22,Influenza Hospital Admissions,2,HHS Region,40.0
202140,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,84.86
202140,2021-22,Average patients with influenza in ICU,2,HHS Region,7.0
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.1
202140,2021-22,Influenza Hospital Admissions,3,HHS Region,32.0
202140,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,38.71
202140,2021-22,Average patients with influenza in ICU,3,HHS Region,10.86
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.11
202140,2021-22,Influenza Hospital Admissions,4,HHS Region,71.0
202140,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,52.43
202140,2021-22,Average patients with influenza in ICU,4,HHS Region,13.57
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.06
202140,2021-22,Influenza Hospital Admissions,5,HHS Region,32.0
202140,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,23.0
202140,2021-22,Average patients with influenza in ICU,5,HHS Region,6.71
202147,2021-22,Average patients with influenza in ICU,8,HHS Region,0.0
202147,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.09
202147,2021-22,Influenza Hospital Admissions,9,HHS Region,44.0
202147,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,34.71
202147,2021-22,Average patients with influenza in ICU,9,HHS Region,3.43
202147,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.06
202147,2021-22,Influenza Hospital Admissions,10,HHS Region,8.0
202147,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,2.86
202147,2021-22,Average patients with influenza in ICU,10,HHS Region,0.14
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.22
202148,2021-22,Influenza Hospital Admissions,1,HHS Region,33.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,14.71
202148,2021-22,Average patients with influenza in ICU,1,HHS Region,1.43
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.3
202148,2021-22,Influenza Hospital Admissions,2,HHS Region,96.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,117.14
202148,2021-22,Average patients with influenza in ICU,2,HHS Region,15.14
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.32
202148,2021-22,Influenza Hospital Admissions,3,HHS Region,99.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,71.71
202148,2021-22,Average patients with influenza in ICU,3,HHS Region,16.71
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.29
202148,2021-22,Influenza Hospital Admissions,4,HHS Region,192.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,124.86
202148,2021-22,Average patients with influenza in ICU,4,HHS Region,24.0
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.27
202148,2021-22,Influenza Hospital Admissions,5,HHS Region,142.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,89.14
202148,2021-22,Average patients with influenza in ICU,5,HHS Region,10.29
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.19
202148,2021-22,Influenza Hospital Admissions,6,HHS Region,83.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,50.86
202148,2021-22,Average patients with influenza in ICU,6,HHS Region,7.71
202148,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.33
202148,2021-22,Influenza Hospital Admissions,7,HHS Region,47.0
202148,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,17.29
