AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 1,All,2024-25,40,6.5,5.8,,6.1,7.8,0,157,60,201,"2,562",> 100%
Region,Region 1,All,2024-25,41,6.6,5.9,,6.4,7.1,1,161,42,180,"2,542",> 100%
Region,Region 1,All,2024-25,42,6.8,6,,6.6,7.6,0,174,48,202,"2,641",> 100%
Region,Region 1,All,2024-25,43,6.9,6.2,,6.3,6.8,1,168,28,184,"2,687",> 100%
Region,Region 1,All,2024-25,44,7,6.3,,6,7.2,1,158,41,189,"2,638",> 100%
Region,Region 1,All,2024-25,45,7.1,6.4,,5.8,6.5,2,155,33,176,"2,715",> 100%
Region,Region 1,All,2024-25,46,7.3,6.6,,5.7,6.3,2,150,30,168,"2,667",> 100%
Region,Region 1,All,2024-25,47,7.4,6.7,,5.8,6.4,2,157,23,177,"2,746",> 100%
Region,Region 1,All,2024-25,48,7.6,6.8,,5.5,6.3,0,140,31,162,"2,554",> 100%
Region,Region 1,All,2024-25,49,7.7,7,,6.8,7.7,4,177,35,205,"2,656",> 100%
Region,Region 1,All,2024-25,50,7.8,7.1,,6,6.8,4,161,29,186,"2,731",> 100%
Region,Region 1,All,2024-25,51,7.9,7.2,,6.6,7.4,2,180,31,204,"2,763",> 100%
Region,Region 1,All,2024-25,52,8,7.3,,6.2,7.2,6,169,45,202,"2,802",> 100%
Region,Region 1,All,2024-25,1,8.1,7.4,,7.3,8.3,23,191,43,244,"2,930",> 100%
Region,Region 1,All,2024-25,2,8.2,7.5,,7.7,9,33,203,63,277,"3,077",> 100%
Region,Region 1,All,2024-25,3,8.3,7.5,,8.5,9.6,38,220,55,294,"3,050",> 100%
Region,Region 1,All,2024-25,4,8.3,7.6,,8.9,10,53,229,68,317,"3,179",> 100%
Region,Region 1,All,2024-25,5,8.4,7.6,,9.1,10.6,77,206,59,329,"3,116",> 100%
Region,Region 1,All,2024-25,6,8.4,7.7,,9.4,10.1,77,195,36,294,"2,909",> 100%
Region,Region 1,All,2024-25,7,8.4,7.7,,10.4,10.9,94,188,34,296,"2,718",> 100%
Region,Region 1,All,2024-25,8,8.4,7.7,,10.3,10.9,73,129,16,212,"1,952",> 100%
Region,Region 2,All,2024-25,40,7.4,6.8,,6.2,7.2,2,262,73,307,"4,258",> 100%
Region,Region 2,All,2024-25,41,7.5,6.9,,6.4,7.3,2,284,62,326,"4,444",> 100%
Region,Region 2,All,2024-25,42,7.6,7,,6.5,7.3,1,289,55,325,"4,439",> 100%
Region,Region 2,All,2024-25,43,7.7,7.1,,7.3,8.1,0,335,64,372,"4,590",> 100%
Region,Region 2,All,2024-25,44,7.8,7.2,,7.2,8,1,323,62,359,"4,506",> 100%
Region,Region 2,All,2024-25,45,7.9,7.3,,6.4,7.2,1,280,52,317,"4,392",> 100%
Region,Region 2,All,2024-25,46,8,7.4,,6.9,7.5,2,301,39,329,"4,387",> 100%
Region,Region 2,All,2024-25,47,8.1,7.5,,6.5,7,3,284,40,311,"4,413",> 100%
Region,Region 2,All,2024-25,48,8.2,7.6,,6.3,6.7,3,274,29,291,"4,372",> 100%
Region,Region 2,All,2024-25,49,8.3,7.7,,6.1,6.4,4,283,24,300,"4,670",> 100%
Region,Region 2,All,2024-25,50,8.4,7.8,,6.6,7.1,13,297,34,331,"4,670",> 100%
Region,Region 2,All,2024-25,51,8.5,7.9,,7.4,8,14,329,38,371,"4,658",> 100%
Region,Region 2,All,2024-25,52,8.6,8,,7.8,8.5,29,343,57,407,"4,761",> 100%
Region,Region 2,All,2024-25,1,8.7,8.1,,8.7,9.7,61,375,79,488,"5,022",> 100%
Region,Region 2,All,2024-25,2,8.7,8.1,,9.3,10.6,78,393,105,540,"5,083",> 100%
Region,Region 2,All,2024-25,3,8.8,8.2,,9.4,10.3,89,333,64,462,"4,493",> 100%
Region,Region 2,All,2024-25,4,8.8,8.2,,9.2,10.3,64,309,77,419,"4,059",> 100%
Region,Region 2,All,2024-25,5,8.8,8.2,,9.2,10.4,92,306,89,451,"4,334",> 100%
Region,Region 2,All,2024-25,6,8.8,8.2,,10.9,11.6,119,316,64,465,"3,998",> 100%
Region,Region 2,All,2024-25,7,8.8,8.2,,10.1,10.8,101,264,45,388,"3,602",> 100%
Region,Region 2,All,2024-25,8,8.7,8.1,,10,10.8,65,232,40,322,"2,981",> 100%
Region,Region 3,All,2024-25,40,6.1,5.5,,5.9,7.5,4,318,143,413,"5,485",> 100%
Region,Region 3,All,2024-25,41,6.2,5.6,,5.7,6.6,1,325,89,375,"5,712",> 100%
Region,Region 3,All,2024-25,42,6.3,5.7,,5.7,6.7,3,333,87,391,"5,866",> 100%
Region,Region 3,All,2024-25,43,6.4,5.8,,5.9,6.9,1,343,77,398,"5,794",> 100%
Region,Region 3,All,2024-25,44,6.6,5.9,,6.3,7.2,0,361,90,417,"5,768",> 100%
Region,Region 3,All,2024-25,45,6.7,6,,5.6,6.3,2,326,81,371,"5,847",> 100%
Region,Region 3,All,2024-25,46,6.8,6.2,,5.1,5.7,2,293,67,331,"5,782",> 100%
Region,Region 3,All,2024-25,47,6.9,6.3,,5.1,5.9,2,289,67,334,"5,704",> 100%
Region,Region 3,All,2024-25,48,7,6.4,,5.6,6.1,4,316,61,348,"5,735",> 100%
Region,Region 3,All,2024-25,49,7.1,6.5,,5.8,6.2,5,342,51,371,"5,986",> 100%
Region,Region 3,All,2024-25,50,7.2,6.6,,6.2,6.7,12,380,57,424,"6,313",> 100%
Region,Region 3,All,2024-25,51,7.3,6.7,,6.8,7.3,22,396,59,451,"6,139",> 100%
Region,Region 3,All,2024-25,52,7.4,6.8,,6.1,6.8,25,363,78,435,"6,372",> 100%
Region,Region 3,All,2024-25,1,7.5,6.8,,7.4,8.4,59,408,108,533,"6,349",> 100%
Region,Region 3,All,2024-25,2,7.5,6.9,,7.9,9.1,84,448,128,610,"6,705",> 100%
Region,Region 3,All,2024-25,3,7.6,6.9,,8.2,9.4,84,468,132,632,"6,713",> 100%
Region,Region 3,All,2024-25,4,7.6,7,,8.3,9.4,122,421,113,615,"6,531",> 100%
Region,Region 3,All,2024-25,5,7.6,7,,9,9.9,124,468,104,648,"6,561",> 100%
Region,Region 3,All,2024-25,6,7.6,7,,9.4,10.3,176,388,93,613,"5,972",> 100%
Region,Region 3,All,2024-25,7,7.6,7,,10,10.7,190,340,64,568,"5,324",> 100%
Region,Region 3,All,2024-25,8,7.6,6.9,,10.8,11.6,149,270,53,451,"3,885",> 100%
Region,Region 4,All,2024-25,40,6.5,6,,5.6,6.5,12,722,191,853,"13,148",> 100%
Region,Region 4,All,2024-25,41,6.6,6.1,,5.4,6,8,699,153,795,"13,169",> 100%
Region,Region 4,All,2024-25,42,6.8,6.2,,5.8,6.6,10,774,178,883,"13,467",> 100%
Region,Region 4,All,2024-25,43,6.9,6.3,,5.4,6,12,710,125,799,"13,287",> 100%
Region,Region 4,All,2024-25,44,7,6.5,,5.9,6.4,18,764,112,844,"13,155",> 100%
Region,Region 4,All,2024-25,45,7.1,6.6,,5.4,6.1,8,710,114,799,"13,199",> 100%
Region,Region 4,All,2024-25,46,7.2,6.7,,5.8,6.2,6,727,101,792,"12,689",> 100%
Region,Region 4,All,2024-25,47,7.3,6.8,,5.8,6.1,13,721,73,774,"12,758",> 100%
Region,Region 4,All,2024-25,48,7.4,6.9,,6,6.5,17,753,104,838,"12,835",> 100%
Region,Region 4,All,2024-25,49,7.5,7,,6.4,6.9,18,841,117,928,"13,408",> 100%
Region,Region 4,All,2024-25,50,7.6,7.1,,6.3,6.8,35,837,108,938,"13,787",> 100%
Region,Region 4,All,2024-25,51,7.7,7.2,,6.6,7,42,862,108,960,"13,662",> 100%
Region,Region 4,All,2024-25,52,7.8,7.2,,6.8,7.2,68,878,99,"1,000","13,822",> 100%
Region,Region 4,All,2024-25,1,7.8,7.3,,8,8.7,162,961,156,"1,213","14,014",> 100%
Region,Region 4,All,2024-25,2,7.9,7.4,,8.2,9,200,996,207,"1,314","14,633",> 100%
Region,Region 4,All,2024-25,3,7.9,7.4,,8.9,9.5,213,"1,095",175,"1,399","14,681",> 100%
Region,Region 4,All,2024-25,4,7.9,7.4,,9,9.6,232,"1,057",169,"1,374","14,285",> 100%
Region,Region 4,All,2024-25,5,8,7.4,,9,9.6,281,982,161,"1,348","14,091",> 100%
Region,Region 4,All,2024-25,6,7.9,7.4,,9.5,10,321,832,130,"1,222","12,181",> 100%
Region,Region 4,All,2024-25,7,7.9,7.4,,9.4,9.9,256,626,96,926,"9,340",> 100%
Region,Region 4,All,2024-25,8,7.9,7.3,,9.2,9.9,120,315,58,467,"4,711",87.9%
Region,Region 5,All,2024-25,40,5.6,5.1,,5.2,6.1,5,495,151,583,"9,616",> 100%
Region,Region 5,All,2024-25,41,5.7,5.2,,5.5,6.3,4,529,145,617,"9,776",> 100%
Region,Region 5,All,2024-25,42,5.8,5.3,,5,5.8,4,486,140,571,"9,844",> 100%
Region,Region 5,All,2024-25,43,5.9,5.4,,5.2,6,1,515,133,596,"9,980",> 100%
Region,Region 5,All,2024-25,44,6,5.5,,4.9,5.6,6,477,116,554,"9,860",> 100%
Region,Region 5,All,2024-25,45,6.1,5.6,,4.9,5.5,2,477,89,528,"9,683",> 100%
Region,Region 5,All,2024-25,46,6.2,5.7,,5.1,5.8,2,499,100,570,"9,799",> 100%
Region,Region 5,All,2024-25,47,6.3,5.8,,4.6,5.2,3,449,90,503,"9,738",> 100%
Region,Region 5,All,2024-25,48,6.4,5.9,,5.6,6.1,6,540,90,598,"9,804",> 100%
Region,Region 5,All,2024-25,49,6.5,6,,5.2,5.7,5,520,84,578,"10,089",> 100%
Region,Region 5,All,2024-25,50,6.6,6.1,,5.7,6.3,14,587,106,668,"10,527",> 100%
Region,Region 5,All,2024-25,51,6.7,6.2,,5.9,6.7,14,594,129,693,"10,325",> 100%
Region,Region 5,All,2024-25,52,6.8,6.3,,5.7,6.5,44,565,155,694,"10,679",> 100%
Region,Region 5,All,2024-25,1,6.9,6.4,,7.5,8.7,94,724,240,955,"10,938",> 100%
Region,Region 5,All,2024-25,2,6.9,6.4,,8.2,9.3,142,782,241,"1,055","11,336",> 100%
Region,Region 5,All,2024-25,3,7,6.5,,8.1,9.4,144,769,275,"1,059","11,209",> 100%
Region,Region 5,All,2024-25,4,7,6.5,,7.4,8.4,168,637,207,914,"10,938",> 100%
Region,Region 5,All,2024-25,5,7,6.5,,7.9,9.2,224,627,211,990,"10,714",> 100%
Region,Region 5,All,2024-25,6,7.1,6.5,,8.5,9.3,264,561,136,901,"9,684",> 100%
Region,Region 5,All,2024-25,7,7,6.5,,8.8,9.7,257,446,112,775,"8,014",> 100%
Region,Region 5,All,2024-25,8,7,6.5,,9.2,10,131,250,49,412,"4,120",> 100%
Region,Region 6,All,2024-25,40,6.3,5.8,,6,6.7,6,422,98,476,"7,087",> 100%
Region,Region 6,All,2024-25,41,6.5,5.9,,5.8,6.3,5,398,78,438,"7,005",> 100%
Region,Region 6,All,2024-25,42,6.6,6,,5.8,6.3,4,399,56,434,"6,937",> 100%
Region,Region 6,All,2024-25,43,6.7,6.1,,5.2,5.8,3,364,66,408,"7,016",> 100%
Region,Region 6,All,2024-25,44,6.8,6.3,,4.8,5.1,1,342,41,363,"7,106",> 100%
Region,Region 6,All,2024-25,45,7,6.4,,5.4,5.7,5,377,39,399,"7,020",> 100%
Region,Region 6,All,2024-25,46,7.1,6.5,,5,5.5,4,340,44,374,"6,839",> 100%
Region,Region 6,All,2024-25,47,7.2,6.7,,5.7,6,8,389,40,419,"6,930",> 100%
Region,Region 6,All,2024-25,48,7.4,6.8,,5.5,5.8,9,375,35,401,"6,967",> 100%
Region,Region 6,All,2024-25,49,7.5,6.9,,6.1,6.4,11,432,38,462,"7,272",> 100%
Region,Region 6,All,2024-25,50,7.6,7,,5.8,6.2,15,421,56,465,"7,536",> 100%
Region,Region 6,All,2024-25,51,7.7,7.1,,6.2,6.5,13,438,51,474,"7,262",> 100%
Region,Region 6,All,2024-25,52,7.8,7.2,,5.9,6.3,38,401,61,471,"7,436",> 100%
Region,Region 6,All,2024-25,1,7.8,7.3,,7,7.4,47,485,66,563,"7,572",> 100%
Region,Region 6,All,2024-25,2,7.9,7.3,,7.4,7.9,64,512,86,618,"7,794",> 100%
Region,Region 6,All,2024-25,3,7.9,7.4,,8.5,9.1,90,583,82,716,"7,894",> 100%
Region,Region 6,All,2024-25,4,8,7.4,,7.7,8.2,92,492,72,626,"7,632",> 100%
Region,Region 6,All,2024-25,5,8,7.4,,8.5,9,156,477,70,672,"7,474",> 100%
Region,Region 6,All,2024-25,6,8,7.4,,9.4,10,128,470,70,632,"6,332",> 100%
Region,Region 6,All,2024-25,7,8,7.4,,8.8,9.5,105,301,52,437,"4,607",> 100%
Region,Region 6,All,2024-25,8,7.9,7.3,,8.6,9,39,154,19,203,"2,248",77.8%
Region,Region 7,All,2024-25,40,6.1,5.3,,4.8,6.2,1,131,63,170,"2,729",> 100%
Region,Region 7,All,2024-25,41,6.2,5.4,,5.7,6.6,1,162,46,188,"2,863",> 100%
Region,Region 7,All,2024-25,42,6.3,5.5,,5.2,6,1,141,37,165,"2,741",> 100%
Region,Region 7,All,2024-25,43,6.4,5.6,,4.9,5.5,0,135,26,150,"2,746",> 100%
Region,Region 7,All,2024-25,44,6.5,5.8,,4.8,5.3,2,134,23,149,"2,825",> 100%
Region,Region 7,All,2024-25,45,6.6,5.9,,5.5,6.3,1,150,29,172,"2,729",> 100%
Region,Region 7,All,2024-25,46,6.8,6,,5.7,6.5,1,154,33,175,"2,702",> 100%
Region,Region 7,All,2024-25,47,6.9,6.1,,5.2,5.8,0,143,23,158,"2,735",> 100%
Region,Region 7,All,2024-25,48,7,6.3,,4.2,4.8,0,116,23,132,"2,778",> 100%
Region,Region 7,All,2024-25,49,7.1,6.4,,5.5,6.1,4,157,29,177,"2,908",> 100%
Region,Region 7,All,2024-25,50,7.2,6.5,,5.8,6.3,5,163,33,185,"2,917",> 100%
Region,Region 7,All,2024-25,51,7.3,6.6,,7.1,8.1,10,194,39,231,"2,858",> 100%
Region,Region 7,All,2024-25,52,7.4,6.7,,6.2,7.1,14,173,45,214,"3,031",> 100%
Region,Region 7,All,2024-25,1,7.5,6.8,,7.4,8.7,48,174,55,260,"2,991",> 100%
Region,Region 7,All,2024-25,2,7.6,6.8,,8.6,9.6,39,220,50,288,"2,996",> 100%
Region,Region 7,All,2024-25,3,7.6,6.9,,7.6,8.6,35,187,50,250,"2,903",> 100%
Region,Region 7,All,2024-25,4,7.7,6.9,,9.3,10.4,58,225,54,315,"3,036",> 100%
Region,Region 7,All,2024-25,5,7.7,6.9,,8.2,9.3,57,184,47,274,"2,935",> 100%
Region,Region 7,All,2024-25,6,7.7,7,,9,9.5,68,171,28,252,"2,655",> 100%
Region,Region 7,All,2024-25,7,7.7,7,,9.2,10.1,88,127,39,236,"2,327",> 100%
Region,Region 7,All,2024-25,8,7.7,6.9,,10,10.8,52,98,20,161,"1,493",> 100%
Region,Region 8,All,2024-25,40,5.6,4.8,,5.9,7.3,1,108,40,135,"1,859",> 100%
Region,Region 8,All,2024-25,41,5.8,4.9,,4.6,6.1,0,86,37,113,"1,850",> 100%
Region,Region 8,All,2024-25,42,5.9,5,,5,5.9,0,92,24,109,"1,856",> 100%
Region,Region 8,All,2024-25,43,6,5.2,,5.4,6,0,101,21,112,"1,857",> 100%
Region,Region 8,All,2024-25,44,6.1,5.3,,4.6,5.6,2,85,26,105,"1,875",> 100%
Region,Region 8,All,2024-25,45,6.3,5.4,,4,5.1,3,75,29,99,"1,932",> 100%
Region,Region 8,All,2024-25,46,6.4,5.5,,4.3,4.9,0,80,17,90,"1,840",> 100%
Region,Region 8,All,2024-25,47,6.5,5.7,,5.4,6,3,104,24,120,"1,989",> 100%
Region,Region 8,All,2024-25,48,6.6,5.8,,5.1,5.7,0,96,22,108,"1,888",> 100%
Region,Region 8,All,2024-25,49,6.7,5.9,,5.8,6.3,5,105,17,119,"1,902",> 100%
Region,Region 8,All,2024-25,50,6.8,6,,4.7,5.5,2,92,30,111,"2,017",> 100%
Region,Region 8,All,2024-25,51,6.9,6.1,,5.7,6.9,3,111,37,139,"2,007",> 100%
Region,Region 8,All,2024-25,52,7,6.1,,6.4,7.1,15,118,26,146,"2,066",> 100%
Region,Region 8,All,2024-25,1,7.1,6.2,,6.6,7.7,31,103,33,157,"2,038",> 100%
Region,Region 8,All,2024-25,2,7.1,6.3,,7.8,8.7,37,124,28,180,"2,069",> 100%
Region,Region 8,All,2024-25,3,7.2,6.3,,7.4,8.2,26,121,28,163,"1,989",> 100%
Region,Region 8,All,2024-25,4,7.2,6.3,,7.4,8.4,45,111,32,177,"2,101",> 100%
Region,Region 8,All,2024-25,5,7.2,6.3,,7.4,7.9,36,112,20,158,"2,005",> 100%
Region,Region 8,All,2024-25,6,7.2,6.3,,6.9,7.7,39,87,20,140,"1,814",> 100%
Region,Region 8,All,2024-25,7,7.2,6.3,,7.6,8.2,47,69,14,125,"1,519",> 100%
Region,Region 8,All,2024-25,8,7.1,6.3,,7.6,8.2,26,38,6,69,841,85.4%
Region,Region 9,All,2024-25,40,6.7,6,,6.1,6.9,3,440,112,505,"7,311",> 100%
Region,Region 9,All,2024-25,41,6.8,6.1,,6.1,6.7,3,439,96,489,"7,264",> 100%
Region,Region 9,All,2024-25,42,6.9,6.2,,6.3,6.7,3,448,66,482,"7,173",> 100%
Region,Region 9,All,2024-25,43,7,6.3,,6.7,7.2,5,483,71,522,"7,300",> 100%
Region,Region 9,All,2024-25,44,7.2,6.5,,6,6.5,5,435,56,473,"7,326",> 100%
Region,Region 9,All,2024-25,45,7.3,6.6,,5.7,6.1,9,414,54,453,"7,426",> 100%
Region,Region 9,All,2024-25,46,7.4,6.8,,6.1,6.6,11,457,69,506,"7,655",> 100%
Region,Region 9,All,2024-25,47,7.6,6.9,,6.6,7,19,503,66,555,"7,928",> 100%
Region,Region 9,All,2024-25,48,7.7,7,,6.3,6.7,22,462,69,518,"7,713",> 100%
Region,Region 9,All,2024-25,49,7.9,7.2,,6.7,7.3,24,503,73,571,"7,856",> 100%
Region,Region 9,All,2024-25,50,8,7.3,,7.3,7.8,42,544,80,629,"8,039",> 100%
Region,Region 9,All,2024-25,51,8.1,7.4,,7.9,8.2,70,567,62,664,"8,098",> 100%
Region,Region 9,All,2024-25,52,8.2,7.5,,8.1,8.5,110,560,79,704,"8,307",> 100%
Region,Region 9,All,2024-25,1,8.3,7.6,,9.5,10,142,658,77,837,"8,380",> 100%
Region,Region 9,All,2024-25,2,8.4,7.7,,9.5,9.9,170,664,77,870,"8,773",> 100%
Region,Region 9,All,2024-25,3,8.5,7.8,,9.2,9.6,149,649,82,837,"8,676",> 100%
Region,Region 9,All,2024-25,4,8.5,7.8,,10.1,10.5,177,685,88,902,"8,550",> 100%
Region,Region 9,All,2024-25,5,8.6,7.9,,9.4,9.8,183,596,72,811,"8,299",> 100%
Region,Region 9,All,2024-25,6,8.6,7.9,,10.4,10.8,162,594,60,785,"7,245",> 100%
Region,Region 9,All,2024-25,7,8.6,7.9,,8.9,9.1,107,393,32,510,"5,589",> 100%
Region,Region 9,All,2024-25,8,8.6,7.9,,8,8.4,31,159,15,200,"2,369",79.6%
Region,Region 10,All,2024-25,40,5.8,4.9,,4.5,5.5,0,105,37,128,"2,309",> 100%
Region,Region 10,All,2024-25,41,5.9,5.1,,5.1,6.3,1,125,54,158,"2,495",> 100%
Region,Region 10,All,2024-25,42,6,5.2,,5.1,5.9,3,123,40,146,"2,456",> 100%
Region,Region 10,All,2024-25,43,6.1,5.3,,4.3,5.2,1,102,31,124,"2,398",> 100%
Region,Region 10,All,2024-25,44,6.3,5.4,,5.3,6.1,1,127,33,147,"2,424",> 100%
Region,Region 10,All,2024-25,45,6.4,5.6,,4.6,5.4,2,119,33,142,"2,614",> 100%
Region,Region 10,All,2024-25,46,6.6,5.7,,4.7,5.1,0,115,26,127,"2,468",> 100%
Region,Region 10,All,2024-25,47,6.7,5.8,,4.4,5,1,108,22,124,"2,504",> 100%
Region,Region 10,All,2024-25,48,6.8,6,,5,5.7,6,117,24,140,"2,477",> 100%
Region,Region 10,All,2024-25,49,6.9,6.1,,3.9,4.4,3,94,18,108,"2,469",> 100%
Region,Region 10,All,2024-25,50,7,6.2,,6,6.5,10,148,25,172,"2,629",> 100%
Region,Region 10,All,2024-25,51,7.1,6.3,,5.4,5.9,24,115,24,150,"2,564",> 100%
Region,Region 10,All,2024-25,52,7.2,6.4,,5.7,5.9,39,110,12,153,"2,592",> 100%
Region,Region 10,All,2024-25,1,7.3,6.5,,7.1,7.3,42,143,14,189,"2,603",> 100%
Region,Region 10,All,2024-25,2,7.4,6.5,,6.5,7,52,115,24,181,"2,589",> 100%
Region,Region 10,All,2024-25,3,7.4,6.6,,6.2,6.8,42,114,26,172,"2,526",> 100%
Region,Region 10,All,2024-25,4,7.4,6.6,,7.1,7.4,36,143,13,187,"2,513",> 100%
Region,Region 10,All,2024-25,5,7.5,6.6,,6.5,7,53,110,17,174,"2,492",> 100%
Region,Region 10,All,2024-25,6,7.5,6.6,,7.5,8.2,62,97,19,174,"2,134",> 100%
Region,Region 10,All,2024-25,7,7.4,6.6,,6.9,7.2,36,85,9,126,"1,744",> 100%
Region,Region 10,All,2024-25,8,7.4,6.6,,8.1,8.6,22,53,7,80,927,77.2%
Region,Region 1,All,2023-24,40,6.3,5.6,,5.7,8.1,2,157,89,227,"2,787",> 100%
Region,Region 1,All,2023-24,41,6.4,5.7,,5.8,7.6,1,155,70,206,"2,697",> 100%
Region,Region 1,All,2023-24,42,6.5,5.8,,6.6,8.3,4,181,78,233,"2,809",> 100%
Region,Region 1,All,2023-24,43,6.6,5.9,,6.4,8.6,5,169,81,233,"2,720",> 100%
Region,Region 1,All,2023-24,44,6.8,6.1,,5.4,7.5,0,149,77,205,"2,744",> 100%
Region,Region 1,All,2023-24,45,6.9,6.2,,5.3,7.5,0,153,83,217,"2,883",> 100%
Region,Region 1,All,2023-24,46,7.1,6.3,,5.8,7.9,1,154,74,212,"2,693",> 100%
Region,Region 1,All,2023-24,47,7.2,6.5,,6,7.8,3,166,71,220,"2,823",> 100%
Region,Region 1,All,2023-24,48,7.3,6.6,,7,9,7,193,82,256,"2,843",> 100%
Region,Region 1,All,2023-24,49,7.5,6.7,,6.8,8.9,11,190,90,262,"2,941",> 100%
Region,Region 1,All,2023-24,50,7.6,6.9,,7.2,9.7,16,186,103,272,"2,790",> 100%
Region,Region 1,All,2023-24,51,7.7,7,,7.6,9.7,12,215,93,292,"2,999",> 100%
Region,Region 1,All,2023-24,52,7.8,7.1,,8.5,11.8,28,228,139,354,"3,007",> 100%
Region,Region 1,All,2023-24,1,7.9,7.2,,9.2,12.1,41,239,119,369,"3,047",> 100%
Region,Region 1,All,2023-24,2,8,7.3,,9.2,12.2,42,243,145,379,"3,113",> 100%
Region,Region 1,All,2023-24,3,8,7.3,,9,12.4,30,235,136,364,"2,937",> 100%
Region,Region 1,All,2023-24,4,8.1,7.4,,9,11.4,35,233,107,341,"2,986",> 100%
Region,Region 1,All,2023-24,5,8.1,7.4,,8.2,10.4,18,224,102,309,"2,961",> 100%
Region,Region 1,All,2023-24,6,8.2,7.5,,8.1,10.1,29,211,87,298,"2,959",> 100%
Region,Region 1,All,2023-24,7,8.2,7.5,,7.7,9.6,26,187,75,264,"2,756",> 100%
Region,Region 1,All,2023-24,8,8.2,7.5,,7.8,9,35,184,56,251,"2,790",> 100%
Region,Region 1,All,2023-24,9,8.1,7.4,,7.9,9,34,186,43,252,"2,789",> 100%
Region,Region 1,All,2023-24,10,8.1,7.4,,7.9,9.3,35,187,56,262,"2,804",> 100%
Region,Region 1,All,2023-24,11,8.1,7.3,,7.2,7.9,23,177,43,219,"2,788",> 100%
Region,Region 1,All,2023-24,12,8,7.3,,7.2,8.2,24,171,41,223,"2,718",> 100%
Region,Region 1,All,2023-24,13,7.9,7.2,,7.2,7.8,19,181,23,216,"2,759",> 100%
Region,Region 1,All,2023-24,14,7.8,7.1,,6.8,7.6,11,178,32,211,"2,790",> 100%
Region,Region 1,All,2023-24,15,7.7,7,,6.3,6.8,19,155,24,188,"2,772",> 100%
Region,Region 1,All,2023-24,16,7.6,6.9,,6.5,7,14,154,22,180,"2,574",> 100%
Region,Region 1,All,2023-24,17,7.5,6.8,,6.1,6.4,6,157,11,172,"2,675",> 100%
Region,Region 1,All,2023-24,18,7.4,6.6,,5.9,6.3,6,148,23,165,"2,625",> 100%
Region,Region 1,All,2023-24,19,7.2,6.5,,6.3,6.5,8,157,15,169,"2,611",> 100%
Region,Region 1,All,2023-24,20,7.1,6.4,,5.8,6.3,7,140,15,159,"2,529",> 100%
Region,Region 1,All,2023-24,21,7,6.3,,6.4,6.7,3,165,17,176,"2,624",> 100%
Region,Region 1,All,2023-24,22,6.9,6.1,,5.7,6.1,4,139,16,152,"2,504",> 100%
Region,Region 1,All,2023-24,23,6.7,6,,5,5.3,2,127,15,137,"2,561",> 100%
Region,Region 1,All,2023-24,24,6.6,5.9,,5.2,5.7,2,128,17,143,"2,510",> 100%
Region,Region 1,All,2023-24,25,6.5,5.8,,5.8,6.2,2,145,16,157,"2,549",> 100%
Region,Region 1,All,2023-24,26,6.4,5.7,,5.6,6,1,138,17,151,"2,502",> 100%
Region,Region 1,All,2023-24,27,6.3,5.6,,5.2,6.2,1,130,30,154,"2,500",> 100%
Region,Region 1,All,2023-24,28,6.2,5.5,,5.1,5.6,3,128,20,144,"2,552",> 100%
Region,Region 1,All,2023-24,29,6.2,5.5,,5.9,6.9,1,149,41,175,"2,524",> 100%
Region,Region 1,All,2023-24,30,6.1,5.4,,5.6,6.2,1,135,26,151,"2,422",> 100%
Region,Region 1,All,2023-24,31,6.1,5.4,,5.6,6.5,0,143,42,166,"2,538",> 100%
Region,Region 1,All,2023-24,32,6.1,5.4,,6.4,8,0,166,62,208,"2,586",> 100%
Region,Region 1,All,2023-24,33,6.1,5.4,,5.5,7,0,138,59,176,"2,501",> 100%
Region,Region 1,All,2023-24,34,6.1,5.4,,5.6,7.9,1,144,80,202,"2,567",> 100%
Region,Region 1,All,2023-24,35,6.1,5.4,,5.9,7.9,0,147,67,197,"2,495",> 100%
Region,Region 1,All,2023-24,36,6.2,5.5,,6.3,8.3,0,158,64,206,"2,489",> 100%
Region,Region 1,All,2023-24,37,6.3,5.5,,5.3,7,2,135,57,179,"2,568",> 100%
Region,Region 1,All,2023-24,38,6.3,5.6,,5.4,6.6,1,137,47,169,"2,542",> 100%
Region,Region 1,All,2023-24,39,6.4,5.7,,5.6,7.4,0,143,60,188,"2,539",> 100%
Region,Region 2,All,2023-24,40,7.3,6.7,,6.7,8.8,3,306,139,408,"4,640",> 100%
Region,Region 2,All,2023-24,41,7.4,6.8,,7.5,9.4,1,353,141,443,"4,733",> 100%
Region,Region 2,All,2023-24,42,7.5,6.9,,6.6,8.8,4,304,137,406,"4,632",> 100%
Region,Region 2,All,2023-24,43,7.6,7,,7.5,9,1,350,113,421,"4,670",> 100%
Region,Region 2,All,2023-24,44,7.7,7.1,,6.1,7.7,0,270,108,343,"4,433",> 100%
Region,Region 2,All,2023-24,45,7.8,7.3,,6.9,8.3,2,314,107,382,"4,583",> 100%
Region,Region 2,All,2023-24,46,8,7.4,,6.6,8.3,5,303,116,386,"4,678",> 100%
Region,Region 2,All,2023-24,47,8.1,7.5,,7,8.4,6,313,110,387,"4,581",> 100%
