202338,2022-23,Influenza Hospital Admissions Rate Per 100k,Unnamed: 3,National,0.26
202338,2022-23,Influenza Hospital Admissions,,National,873.0
202338,2022-23,Influenza Hospitalization (Avg 7 Day),,National,747.0
202338,2022-23,Average patients with influenza in ICU,,National,153.43
202243,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,1.22
202243,2022-23,Influenza Hospital Admissions,,National,4032.0
202243,2022-23,Influenza Hospitalization (Avg 7 Day),,National,2137.57
202243,2022-23,Average patients with influenza in ICU,,National,321.43
202302,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,2.16
202302,2022-23,Influenza Hospital Admissions,,National,7158.0
202302,2022-23,Influenza Hospitalization (Avg 7 Day),,National,7386.71
202302,2022-23,Average patients with influenza in ICU,,National,1246.86
202303,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,1.34
202303,2022-23,Influenza Hospital Admissions,,National,4427.0
202303,2022-23,Influenza Hospitalization (Avg 7 Day),,National,4524.57
202303,2022-23,Average patients with influenza in ICU,,National,801.86
202312,2022-23,Influenza Hospital Admissions,,National,1281.0
202312,2022-23,Influenza Hospitalization (Avg 7 Day),,National,1012.43
202312,2022-23,Average patients with influenza in ICU,,National,197.57
202313,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,0.38
202313,2022-23,Influenza Hospital Admissions,,National,1268.0
202313,2022-23,Influenza Hospitalization (Avg 7 Day),,National,999.29
202313,2022-23,Average patients with influenza in ICU,,National,201.14
202324,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,0.25
202324,2022-23,Influenza Hospital Admissions,,National,837.0
202324,2022-23,Influenza Hospitalization (Avg 7 Day),,National,737.29
202324,2022-23,Average patients with influenza in ICU,,National,154.86
202325,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,0.24
202325,2022-23,Influenza Hospital Admissions,,National,811.0
202325,2022-23,Influenza Hospitalization (Avg 7 Day),,National,723.43
202325,2022-23,Average patients with influenza in ICU,,National,153.71
202339,2022-23,Influenza Hospital Admissions Rate Per 100k,,National,0.31
202339,2022-23,Influenza Hospital Admissions,,National,1015.0
202339,2022-23,Influenza Hospitalization (Avg 7 Day),,National,808.43
202339,2022-23,Average patients with influenza in ICU,,National,159.86
