202405,2023-24,Influenza Hospital Admissions,Unnamed: 3,National,11118.0
202405,2023-24,Influenza Hospitalization (Avg 7 Day),,National,8645.57
202405,2023-24,Average patients with influenza in ICU,,National,1498.57
202417,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.7
202417,2023-24,Influenza Hospital Admissions,,National,2329.0
202417,2023-24,Influenza Hospitalization (Avg 7 Day),,National,2232.43
202417,2023-24,Average patients with influenza in ICU,,National,367.29
202418,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.44
202418,2023-24,Influenza Hospital Admissions,,National,1461.0
202418,2023-24,Influenza Hospitalization (Avg 7 Day),,National,1421.0
202418,2023-24,Average patients with influenza in ICU,,National,179.57
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.08
202430,2023-24,Influenza Hospital Admissions,,National,268.0
202430,2023-24,Influenza Hospitalization (Avg 7 Day),,National,257.57
202430,2023-24,Average patients with influenza in ICU,,National,36.86
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.08
202431,2023-24,Influenza Hospital Admissions,,National,274.0
202431,2023-24,Influenza Hospitalization (Avg 7 Day),,National,229.57
202431,2023-24,Average patients with influenza in ICU,,National,31.71
202406,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,3.27
202406,2023-24,Influenza Hospital Admissions,,National,10849.0
202406,2023-24,Influenza Hospitalization (Avg 7 Day),,National,7873.0
202406,2023-24,Average patients with influenza in ICU,,National,1340.71
202419,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.25
202419,2023-24,Influenza Hospital Admissions,,National,832.0
202419,2023-24,Influenza Hospitalization (Avg 7 Day),,National,915.29
202419,2023-24,Average patients with influenza in ICU,,National,101.29
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.08
202432,2023-24,Influenza Hospital Admissions,,National,270.0
202432,2023-24,Influenza Hospitalization (Avg 7 Day),,National,222.0
202432,2023-24,Average patients with influenza in ICU,,National,27.86
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,1.26
202347,2023-24,Influenza Hospital Admissions,,National,4169.0
202347,2023-24,Influenza Hospitalization (Avg 7 Day),,National,2715.71
202347,2023-24,Average patients with influenza in ICU,,National,423.14
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,1.7
202348,2023-24,Influenza Hospital Admissions,,National,5646.0
202348,2023-24,Influenza Hospitalization (Avg 7 Day),,National,3617.14
202348,2023-24,Average patients with influenza in ICU,,National,574.43
202407,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,3.18
202407,2023-24,Influenza Hospital Admissions,,National,10548.0
202407,2023-24,Influenza Hospitalization (Avg 7 Day),,National,7840.14
202407,2023-24,Average patients with influenza in ICU,,National,1275.71
202420,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,0.2
202420,2023-24,Influenza Hospital Admissions,,National,671.0
202420,2023-24,Influenza Hospitalization (Avg 7 Day),,National,620.86
202420,2023-24,Average patients with influenza in ICU,,National,73.71
202408,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,3.11
202408,2023-24,Influenza Hospital Admissions,,National,10320.0
202408,2023-24,Influenza Hospitalization (Avg 7 Day),,National,7659.71
202408,2023-24,Average patients with influenza in ICU,,National,1230.43
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,,National,3.12
