PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
8630
15490
22407
5374
9501
24333
13238
4637
16773
6287
2748
2484
19222
4755
6858
7858
13056
24368
2040
15888
2236
3389
17335
5765
10187
5395
13144
46194
6546
3915
72151
2668
12611
4047
4957
88873
13782
2093
27699
3527
40658
20775
5443
4706
3105
31217
39163
1717
4912
41906
13702
4686
10672
15302
21909
6339
9281
29896
16862
4977
16592
8065
2816
3423
20357
5511
7026
9262
14674
23157
1815
18438
2322
3955
18365
6432
10195
5776
12606
40351
10281
4245
72740
2908
13144
4599
4945
93901
12114
1557
29238
5007
40145
22338
5496
4642
2790
31971
38942
1695
5008
43006
14125
4788
10665
15366
22467
6581
8801
27374
16332
5144
18259
8647
2852
3520
19293
5592
5741
9713
13303
25923
2128
18282
2457
3667
18324
6933
9407
6325
13081
58329
6192
3723
72778
2752
14196
4621
4805
95165
12407
2215
29789
4491
34306
22302
5553
4335
2129
31142
39344
1586
4584
40630
13218
4841
11867
17843
21809
5241
8113
25160
15792
4687
17240
8575
2541
3640
18733
4827
6285
9685
11220
25728
2125
16575
3274
3259
17359
5777
9454
5855
12491
54666
4764
3941
73043
2469
14029
4340
4516
91654
10835
2377
26517
4441
40133
22070
5659
4147
2710
30402
37144
1789
5180
42730
13366
4626
11338
16315
14637
6463
9295
27450
13637
4983
15900
8827
2866
3837
11171
5004
7664
8543
12037
23115
2221
16231
2702
3557
16662
7055
8349
6223
11707
52359
5574
3595
69415
2825
13784
4667
4636
92859
10179
2462
26049
4176
39472
21433
3197
4331
2728
25676
33524
1179
4609
42161
12539
3819
10183
15170
16835
6081
8885
28628
16165
4682
15465
7974
2746
3260
18908
5292
4886
9306
11501
16378
2110
15898
3022
3633
13294
6515
6435
6136
10386
48475
8119
3242
64358
2689
12417
4730
4632
92023
9639
2307
23340
3946
36008
21689
4164
4537
2039
28218
35901
1723
4604
38067
11463
3517
8309
15035
20730
6351
8790
27027
14576
4562
15399
7871
3434
3005
18309
4429
4287
8981
11218
20157
1985
14817
2591
3200
16251
6396
7884
6077
11117
43231
9274
2912
68804
2004
11742
3470
4153
92267
9714
1587
27693
2723
33697
20983
4215
4180
2869
28264
37659
1216
4034
39643
13032
3880
6159
16145
20056
6392
7983
28065
16475
4862
16874
7527
3592
3070
11402
5152
5366
8907
10989
21359
2076
13874
2515
2128
15963
5571
8052
6046
11695
34763
10082
3391
65301
2483
11743
3234
4415
89787
9169
2379
24435
3908
36250
19504
6092
4233
2824
26334
35417
1522
3598
38600
12088
2111
7325
18121
21461
6051
8485
29953
16157
4990
16677
6562
3003
2670
19128
5368
5188
8373
11974
20868
2244
12828
2060
3644
15682
5956
6944
5841
11492
45332
7705
3289
64702
2715
10674
4400
3932
89117
9175
2219
24661
2703
35023
20297
4647
3999
1537
27502
35896
1536
3740
39523
11601
2359
7846
12356
18793
6495
7375
28679
14023
5132
16420
6762
2148
3243
18443
5082
5448
8611
11263
19570
2078
11536
2872
3769
15700
6703
7956
5097
12510
45138
7178
3261
68000
2254
10946
4393
4179
91412
7063
2271
24803
2735
35693
20506
3275
3468
1464
26491
36440
1405
3647
39220
11701
2219
8277
14314
16289
5120
6080
28403
16466
4849
16606
6956
3404
2640
13722
5076
5097
7934
9978
19623
2014
11280
2373
3106
15047
6616
7798
4816
10867
46101
7784
2792
48569
2576
10647
4263
4072
87751
7007
2195
23572
2664
32828
20023
3469
3658
1326
25441
36983
1331
3431
37168
11166
2261
8183
14960
14243
4438
6646
23236
15148
4290
15321
6442
3357
2656
11900
4530
4869
8278
8818
16185
1501
10118
2361
3450
14841
5813
7063
4860
11286
41092
6902
2578
58721
2379
9590
3580
3996
84458
6305
1990
28842
2633
33442
19457
4332
2187
1381
23279
34443
1242
3655
34493
10329
2170
6976
19042
16203
4949
6559
24920
15442
4338
15429
6046
3262
2530
17709
4341
6827
8023
9068
17789
1901
10396
2724
3230
14546
6296
6046
4657
11399
41857
6591
2712
60064
2465
9448
4086
4033
89156
6590
2130
23425
2221
34198
19881
3353
3475
1312
22263
34046
1325
3659
35533
10361
2065
6710
12985
12210
5032
7328
26732
14191
4075
15292
6292
3191
2135
10866
3988
4625
8147
9185
15589
1624
10275
2255
3136
13653
6398
5216
4485
9223
40684
8190
2642
62644
2220
8924
4273
2773
92602
6802
1946
22737
1405
32736
18698
2336
2193
756
22949
33556
1275
3445
36148
8638
1792
7306
14187
14308
4919
7097
26661
14373
3779
15735
5993
3023
2471
10328
4249
4590
7523
9529
12328
1463
10063
2062
3011
12038
6012
5114
4462
8669
40821
7800
2644
66245
1894
9800
3514
2600
97960
6533
1959
21776
1153
32820
18806
2127
1858
1876
22520
31115
1350
3543
32750
8268
1768
6110
14193
16480
4324
6469
26344
10951
3437
15274
5711
1696
2025
8111
4407
6020
7779
8103
11800
1167
9879
2318
2873
11227
5002
5376
4207
9060
39895
8503
2609
62220
1606
10125
2861
2354
89747
6121
1953
24662
1158
27674
18880
1596
329
1775
21729
30064
1286
3217
30764
7634
1728
3748
16454
14318
4040
6161
25970
10624
3512
15054
5348
2497
1621
7373
3200
5492
4702
6332
6589
1128
9459
1745
2942
11018
4207
5375
4242
8058
38805
6217
1837
61739
1110
9170
2194
2397
91212
5265
1910
18884
1384
22550
15964
1145
252
1683
18775
31345
967
2805
30644
6650
1482
3674
10202
14205
3574
4610
22080
9405
2668
16280
2474
1779
1636
6971
2231
4667
4802
4949
6419
1234
7815
2091
2334
9761
3332
4526
3745
7067
33080
4815
1598
62193
673
8028
1898
2195
91238
6027
1828
20716
1602
25969
19361
1410
0
1961
15762
31064
1054
3048
31079
7160
1639
3867
14021
15700
4069
4944
29007
12896
3246
16353
2900
1220
1514
6893
3071
5432
4160
5423
6371
1322
9513
2042
2606
10847
4109
4221
4296
8206
37665
5110
1874
60114
903
7628
1643
1972
89484
5916
1810
20376
863
24951
18801
1363
0
1726
14170
30443
1454
2951
28088
6793
1452
3924
14947
14094
4218
5603
23183
11776
3436
15926
2574
1472
1142
6570
2691
3443
4220
5500
5120
1321
8565
1680
1669
10747
4124
4177
4244
7242
36047
6213
1706
60150
373
7651
1796
1840
88697
5352
1832
20989
763
25159
17728
1382
0
1645
14507
32043
1464
2867
28830
6753
1499
3605
13660
15311
4101
5458
21734
10778
3574
15063
2533
1198
1190
7023
2724
3987
5138
5189
4232
1355
8095
2048
1775
9999
4113
4198
4065
7997
34521
5882
1684
55290
446
8597
2275
1787
88918
4745
1788
21017
693
25405
17936
1291
0
1539
13641
27667
1142
3898
30372
5991
1477
3729
16087
13874
4077
5206
20816
8759
3286
12959
2749
1692
1523
6512
2388
4858
4552
5141
4432
1304
7928
1711
1793
10255
3466
4063
4191
7621
22409
5629
1703
55265
495
7646
2107
1943
85961
4777
1797
17454
768
20323
15138
1101
0
1482
11992
29837
1191
3446
24448
5815
1259
3666
9836
8784
3549
2630
17883
6199
2777
15615
2459
1470
809
6687
2176
3237
4479
3715
3837
953
6790
1740
1543
9983
3129
3389
3627
5677
30296
3532
1579
61333
344
5921
1713
1760
84620
5790
1794
21141
768
23873
18130
1512
0
1232
14305
28899
1348
3410
29654
5941
949
4016
16156
12988
4023
5773
22224
10432
3348
14867
2738
1649
1934
6596
3034
3529
4869
5167
4495
1260
8506
1884
1794
10213
3952
3521
4186
8120
34592
5797
1687
56725
389
7583
2389
1592
85572
5434
1890
20891
811
22484
18459
1389
0
1973
14246
30012
1419
3457
29379
6375
1106
3473
13902
14738
4139
5546
21951
9849
3201
15607
2684
1158
1347
6604
3036
3724
4702
4808
4096
1260
8290
1943
1919
10014
3770
3897
3918
7610
32713
4395
1921
56413
477
6990
1904
1590
85097
5868
1948
20419
787
22421
18971
1324
0
1740
13838
28762
1316
3042
30106
6406
1067
4068
15268
14913
4222
1935
21731
10022
2482
15470
2626
1406
1513
6580
3040
3894
4776
5100
4483
1321
8484
1974
1845
10237
3684
3720
4197
7445
32115
3843
1366
54767
638
6977
1906
1650
86549
4115
1895
21769
458
16447
19390
1209
0
2070
13683
26945
1398
3356
25231
6592
1088
3116
10098
12490
3885
4527
23486
7260
3199
15384
2447
1241
1340
6800
3246
3449
5425
4677
4193
3567
8019
1972
1782
9626
3813
3361
4159
8169
33473
4704
1385
57113
578
6690
2092
2104
82116
6194
1841
22432
664
21741
19647
1478
0
1369
11982
29839
1706
3297
31238
6222
1190
3829
13874
10437
3593
5363
24138
8067
3310
15250
2592
1330
1482
6960
3129
2206
5269
4784
3995
3873
8133
0
1859
9857
3641
3567
4179
8620
36805
4596
1506
60282
647
6751
2162
2470
82275
6006
1859
22467
526
24405
19636
1471
0
1462
13007
31159
950
3335
32198
7077
595
4373
15050
10781
3741
5606
23384
9746
842
15556
2883
1392
1352
6927
3180
3474
4674
5306
4324
4054
8462
1953
2085
9727
3337
4464
4480
9625
38515
5028
1430
60376
847
7076
1787
2172
77813
6164
1817
21843
1041
25958
19431
1846
0
1367
13274
34030
1752
3342
32722
8293
1850
4548
15515
13682
3608
5317
23760
10332
3561
15680
3143
2168
1570
6015
3219
3466
5412
6756
5446
4255
8941
2451
1948
12020
4048
5264
4453
10001
38353
5119
1541
51117
1263
6749
1880
2591
81083
6185
1860
21964
1055
25430
19322
1901
0
1364
13259
32667
1399
3646
32838
8247
1885
4056
12142
12506
3303
4066
21591
10049
1444
15940
3531
1991
1276
6699
3125
3809
5018
6363
5722
4484
8775
1753
1856
12635
3956
5437
4543
10571
38352
4919
1584
59040
1215
7767
2784
2275
80629
5249
1850
19695
875
20098
15411
3029
0
1223
11415
29126
1352
3329
31715
7312
1508
4027
14463
9960
3153
3534
20925
7212
2939
14513
3236
1517
1179
7338
2372
3996
3966
5237
5131
4574
7184
2452
1782
12367
4569
4817
4033
8349
32200
4316
1386
60971
1070
7775
2322
2140
83976
6293
1934
23650
1003
24015
18765
4190
0
1696
14602
33472
1478
3952
32854
8622
2155
4585
15353
1764
3479
4985
25579
11613
3364
15728
3532
2049
1114
7401
3357
5016
4993
7042
6396
4710
9155
2311
1519
13857
5786
5445
4439
11720
35643
5802
1380
65598
1281
8169
3317
2588
87136
6908
1956
23375
1088
25285
17043
4229
0
1441
13110
34805
1472
3731
28025
8102
2463
4400
17969
1169
3779
5392
25322
13402
2457
13940
3328
1886
1278
7381
3438
5230
5546
7785
7102
5390
9696
2213
2015
14202
5497
5558
4322
10538
35448
12932
1803
66060
1785
7848
3463
2522
89405
6610
2384
23255
1004
25657
17430
4165
0
1673
11833
34411
1858
3801
33321
9055
2332
4647
12565
4267
3844
5586
25786
12236
2509
14833
3717
1668
1071
7244
3323
5716
5927
7419
6871
4837
8932
1598
2799
24136
6012
5791
3608
10310
36050
14198
1879
68658
1511
8498
3388
2729
92210
10702
3517
19794
3584
31504
20555
3890
3110
2480
23050
38831
14588
3829
48153
11603
3478
8919
17007
13235
5940
8569
28770
17495
4749
15187
9665
2331
3206
15659
3319
5489
7672
14840
18251
4709
17193
2684
3403
20578
6497
7589
6054
11558
41347
11998
3403
67252
7519
11776
3404
5384
0
102863
11209
2527
20106
3578
34038
20609
4702
3538
2227
22498
37836
22278
3813
48283
11669
3389
10054
16821
12277
5902
8237
25732
17800
5655
15161
9265
2203
2897
14235
4731
5592
6841
14635
18837
5025
17506
2689
3684
19637
5662
7532
6004
11761
41222
18097
3482
68447
7869
13258
4140
4597
0
102200
9196
3207
21231
4220
33614
21488
4650
3134
2179
23122
37225
15191
3868
45660
10716
3276
10485
19493
13581
6641
10823
29471
17837
4488
15157
8068
2525
3158
15968
5461
5650
8487
14069
20404
4662
18296
2953
3604
20827
6622
6581
5847
11469
38842
17353
3392
69938
8096
12762
4062
5683
0
100263
10094
3448
21851
4397
34784
20107
4719
3606
2494
24074
28086
15052
4325
45577
11115
5331
10424
16564
13359
6503
10225
29495
17882
4968
14449
8983
2508
3723
15164
5468
5620
8465
14343
22134
4681
19177
2036
3266
20552
6567
7681
5991
11353
41091
17798
3400
65470
8338
14030
4004
5602
0
98466
9541
1483
20240
4798
34869
19951
3773
3146
2424
16542
35424
14479
4578
46641
11185
5834
9450
17940
16869
6547
9411
30104
17272
5403
14454
9322
2258
3229
9701
5149
5453
7711
15746
22311
3966
18259
2452
3672
21019
6759
7687
5993
12466
40940
18010
3718
64590
8249
14255
3908
5005
0
100148
9445
2129
19825
4867
36056
21059
6264
3529
2312
23227
35880
12031
4744
45066
11526
5998
9797
18632
11680
6221
8910
30419
17719
5275
14477
9290
2209
3324
15960
5259
5478
8171
15522
22080
3597
17405
1423
3216
21750
6269
7815
6218
12495
41949
16511
3794
66698
7955
14429
3903
5594
0
102437
8711
1764
20747
5682
37756
21596
5518
3640
2098
23736
37103
14394
4934
46311
11214
5785
10703
15257
12619
6590
8608
30308
16687
5566
12397
8760
2494
2713
17074
6046
5444
7840
14204
22332
3817
17555
2918
2930
20529
6968
7370
6230
10550
42117
16515
4262
69646
8190
12169
3839
5847
0
103511
7912
1728
16523
2925
23645
16363
1333
3132
1123
17432
28210
9193
3661
38497
8247
3983
7350
19976
11482
4064
6321
22100
11611
4010
14968
5909
1541
2339
12807
3849
3831
6833
9805
13108
3096
12039
1491
2526
14603
4520
5038
4516
7104
32601
16343
2600
63057
4762
10180
2341
3963
0
90140
9571
2087
20816
5544
30312
20683
4440
3327
2074
24437
33176
14389
4650
45037
10672
6204
10165
19407
12028
6640
9206
30240
16636
5567
12646
8377
2373
3648
15201
5731
5322
7662
14111
21365
3320
17170
2333
3779
18405
7033
7513
6395
11659
39772
17294
4073
68123
8260
12657
3938
5543
0
101973
8501
2133
19587
5042
32659
19803
2447
3654
1939
22626
24137
13377
4484
42674
9788
5786
9546
18517
11949
6258
8791
29347
16362
5206
9452
8128
2289
2937
10184
4590
5326
7081
14511
19581
3359
17569
2081
3593
17883
6699
7371
6126
10948
32112
17258
3612
66582
7989
12875
3914
5323
0
102919
8755
1948
18359
4877
31476
20269
3535
3796
2307
20881
23637
13202
4257
36777
9936
3356
8189
18752
12049
5857
8918
28783
16084
4676
13080
8008
2311
3668
15995
5019
5139
6881
14117
18793
3405
15868
2295
2473
16006
6659
6402
6282
9328
37428
17735
3665
65565
7141
13426
3811
5289
0
102793
7255
1936
17481
3758
23366
18202
2464
3759
1545
17845
21815
11472
3491
39205
7893
2240
7645
18451
12422
5148
6996
24847
13265
3086
13316
6607
1554
3202
8956
4985
4350
6644
11601
11318
3929
13396
1374
2551
12511
5261
4992
5869
7203
34181
15522
2777
65366
6048
11717
2675
4677
0
97255
7170
1812
15614
3253
16494
16629
1699
3352
1443
16813
19971
9195
3308
37940
7303
3457
6245
13220
10399
4398
5701
19527
8980
2923
16067
6111
1206
2558
8747
3259
2412
6846
7912
9795
3691
12112
1027
2312
10825
3117
4321
4542
5163
30692
15902
2829
68808
4510
9752
1884
4473
0
93978
8437
1867
17487
4269
24359
19454
2580
3709
1646
19183
24892
11150
4187
40324
8609
4402
7710
17922
11612
5657
8087
24258
12249
3375
16381
7243
1659
3396
8887
4080
3708
7233
10958
14565
3833
13771
2506
2810
11449
4455
5600
4882
9269
37727
17069
2740
70227
5746
11159
2781
5112
0
101960
9157
1775
20325
4913
32552
22023
2041
3824
2035
21627
32701
13986
4056
44465
9499
5265
9505
18739
9356
5977
8979
27780
15703
3840
16607
7797
1981
3472
8312
4972
4171
7957
11677
20685
4240
16307
2209
3907
13642
5476
6933
5102
11600
39846
18036
2698
67689
7493
13988
3683
6012
0
101279
9411
1833
19287
5048
31238
21995
3404
3123
1767
21521
32316
11602
3696
41643
9360
5316
8582
17900
9045
5857
8279
24904
15452
3965
14518
8376
1663
3530
15770
4936
4583
8089
11951
19264
4155
15767
2709
2868
14701
4945
6628
5197
11091
40004
16097
3006
66982
4038
12556
2375
5499
0
96781
9677
1871
20962
5548
34650
22493
3790
3797
2460
23987
34361
14132
4230
45962
10287
5722
10454
18679
12667
5937
9934
29733
16467
4390
16202
9032
2333
3676
8767
5069
5935
8556
13535
20584
2766
17540
4091
3721
16715
6534
7539
5365
12884
39868
19157
3042
70041
8093
13938
3762
6018
0
97291
9862
1312
20898
5657
35266
21204
3875
3684
2404
22372
36442
13579
4190
46222
9613
5688
10182
18338
12915
6096
9170
29413
12938
4353
15895
8944
2428
3014
7974
5406
4951
8601
14836
22320
2922
16039
3213
3940
16437
6770
6230
5663
13249
41362
19475
3174
67086
8051
14423
3874
5676
0
97672
10838
2111
19603
5483
38358
22559
4786
3757
2317
24009
36024
13921
4152
41134
9688
5806
10012
17855
12772
6390
8949
27954
16513
4586
15860
9005
2506
3544
9533
5461
5165
8888
14167
22711
1821
15679
3752
3994
17505
6734
6979
5817
11911
42351
19412
3166
68949
8058
13992
3828
5261
0
98890
10755
2218
18924
5363
35764
23085
5204
3779
1898
23946
35873
14108
4277
46505
9906
6029
9961
17494
11829
6481
8167
28239
15702
4495
15339
8849
2367
3650
16905
5349
5386
8231
13820
22013
1880
15283
4067
3834
17775
6538
7247
5558
12805
42015
19295
3350
68782
7731
13592
3831
5153
0
98546
10768
2146
17897
5085
30911
23168
3514
3769
1958
24508
32216
11182
4524
46222
9756
4862
9240
21570
17103
5364
8598
22906
15911
4000
15075
8696
2159
3951
17652
4823
5250
8433
12542
22818
1553
15947
4359
3529
17062
5583
6806
5613
13040
35285
19402
2781
71193
7095
11794
3945
4834
0
98624
9239
2249
19342
4934
35393
23843
3290
2821
2456
23217
36363
13997
4716
46183
9892
5117
9766
20434
15300
5833
6248
27611
15317
4484
12017
8945
2560
3261
14820
4445
5022
9434
13870
22679
1558
14506
4113
4133
16211
6537
6690
4923
12580
43127
25129
2663
70250
7573
13796
3669
5392
0
100294
9175
2041
19115
5401
30156
23420
4448
3125
2376
20633
36165
13442
4720
46314
9613
4740
9843
19074
13104
5256
10313
27500
12803
3605
13283
9125
2719
3245
9822
5042
4543
8594
13679
18268
1884
14448
4302
4219
13315
6093
5621
5253
11404
33421
20107
2643
68552
7117
13424
3798
5399
0
103496
9281
1878
19109
5410
29445
23003
1525
2774
2105
22020
33031
13423
4685
44423
8966
3604
9923
18559
15473
6026
5430
25521
15885
3902
12611
8658
2642
3017
17603
4491
4178
8139
12741
19273
1663
13008
3703
3925
14741
4986
6614
5179
12028
35563
17995
2832
71660
6445
13867
3568
5337
0
105702
7976
2025
18253
3131
28919
23012
3258
2860
2181
22408
35830
13838
4416
46225
9607
4764
7489
20542
14488
6242
9128
26075
15353
4268
12129
7990
2551
3140
9142
4601
5014
8137
12524
20992
2063
12855
3261
3273
16852
6122
6904
5197
11784
41082
17946
3167
72181
6838
13132
3288
4705
0
106421
7530
1955
17961
4318
31522
21744
3581
2835
2569
22881
35524
11536
3944
44070
9496
2877
8879
21665
16224
6230
7423
27092
15006
4294
11023
7694
2552
2908
14561
5450
5242
8220
13034
19135
2034
14258
3237
2109
16668
5830
7443
4765
12505
39138
16098
3073
68734
6733
12772
3758
4561
0
102388
8117
2204
16267
4565
31822
21001
3344
2436
1842
21337
32063
13415
3842
43446
8359
3768
8407
15671
12692
6176
8261
26680
13392
4501
11478
7511
1615
2985
15223
4814
4246
7346
11932
18026
1864
12459
3426
3599
14841
6004
6599
4950
10396
37554
17513
3006
66854
7095
10880
2698
4137
399
98750
7913
2327
17755
4437
32278
21282
2928
2425
2706
21776
32385
1975
3424
42655
9136
4094
8823
19178
12870
5733
8747
26824
14750
4386
10237
7635
2280
3093
16055
4691
4483
8347
10829
18491
1522
12121
2895
3941
16813
6566
7298
4704
12415
39861
17430
3092
66739
7193
11683
3182
4226
384
98189
8082
2328
17578
3836
33333
21556
1847
2674
2288
21218
33995
1927
3377
43494
9936
4046
8412
15956
15903
4974
9772
23297
14719
4319
11383
7996
2434
2735
15522
4586
4906
7419
12758
19404
2084
12926
4229
3446
17112
5529
7589
4888
11822
38883
17731
2326
70922
7161
11584
3782
4562
434
107460
7876
2458
15372
4206
32178
21066
1650
2508
2498
20461
29881
13851
3444
43388
9246
4177
8978
20148
14520
5723
9966
27362
15172
4573
12810
8012
2489
3021
15293
4408
5334
8213
12324
17414
1556
12828
2970
3480
16357
6379
7060
4909
11608
37138
18300
2266
66880
6757
12178
3722
3967
376
98021
7186
2203
13867
3759
31003
20875
1784
2591
1926
13213
26907
13814
3307
41710
7946
3690
8442
13871
15526
5797
5399
26290
11534
4196
12486
7621
2542
1707
8231
4415
4389
7827
10106
15733
1210
11678
3256
3439
15216
6472
6465
4377
10873
35154
12971
2366
63802
6932
10851
3859
3943
347
97545
7751
2370
14027
3219
30903
20367
1643
2454
1812
16419
27576
13477
3064
39298
7616
2819
7857
17654
12379
5759
3361
25416
11147
2995
13719
4488
2510
1702
7925
3906
4316
7797
9326
13744
1441
9673
3047
3231
12678
6024
5645
4408
10096
35952
17486
1623
67365
6696
10524
3676
3831
379
100901
6845
2111
11514
2935
29971
20810
616
2189
1718
16200
25136
13031
3009
38434
6826
2920
7055
13878
14045
5712
7461
25737
10589
3229
11838
3260
1754
1841
14855
3563
3727
6702
8202
11219
1643
9522
3384
3264
12766
5415
5994
4328
9184
33156
16279
1516
66597
6402
9184
3130
3697
295
101659
6511
2256
12745
3164
26641
20666
1431
2346
1872
17342
30394
13122
3164
33992
6169
3256
3738
18008
18243
4964
1437
25386
10353
3774
9629
3220
1974
1809
7994
3071
3654
4643
8168
8413
1224
8301
2726
3113
11502
5042
5896
4163
10285
35509
18031
1468
65632
5580
9724
2339
3478
423
98780
6136
2104
11894
2369
20999
17880
1356
541
1484
15230
30752
10748
2742
33864
5121
2423
2797
13225
14205
4223
1545
20582
7899
3169
9484
2705
1042
1505
7923
2431
3217
4282
6079
7091
1138
7226
2246
2410
10962
3771
4961
3502
8746
20657
18219
1299
68642
4480
9877
1716
3171
416
98128
5345
1803
13148
1364
24661
20538
701
374
2276
16480
29504
12853
3081
34865
5380
3089
2591
7309
16143
5032
1867
24179
8196
3853
8506
3165
1182
1317
13446
3202
3287
3370
6181
6641
1427
8033
3584
2966
11264
4514
5137
2854
9682
34379
16987
1393
64470
5242
9541
2111
3708
404
99075
5680
1767
12788
1398
25707
20131
1172
344
2201
11408
29681
10819
3029
33701
5485
2884
2670
17672
14749
3887
763
24276
8609
3402
8162
3076
1286
1379
7144
2995
3278
4797
5493
6182
1440
7476
2050
2620
10809
4384
3292
591
8824
33138
16415
