PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
TOTAL PATIENTS
7053
780
2385
10222
9875
669
2342
1183
10758
1575
6987
872
2740
11310
9618
684
2315
1254
10677
1566
6934
786
2103
11550
17473
667
2140
1216
9978
2114
7708
447
1885
10028
22164
661
2325
1916
8105
1805
9357
485
2094
9067
20153
649
2396
2313
7108
1884
8868
739
1340
7906
18340
572
1800
2560
7815
1122
9219
808
2886
9541
22341
661
3645
2978
10417
1967
9329
786
2919
9054
24062
651
3108
2905
12033
1902
7606
512
2212
8641
16475
531
2255
2485
10688
1485
9961
730
2737
10808
22074
592
2796
3304
12865
2020
9579
717
2880
9962
19497
667
2403
1472
12360
1777
7252
305
2219
7511
13455
259
1819
2152
10941
1806
6073
487
2033
9567
12632
562
1778
2271
11535
1491
7767
653
2585
6613
13923
706
1990
2899
13418
1779
9453
308
3138
12370
19607
777
2950
2603
14105
1917
8353
676
2763
12928
22238
722
3075
3614
14672
1787
8406
701
2937
11766
22145
737
2643
3207
13453
1903
9828
779
2696
13009
24557
725
3198
3234
9908
2065
10506
788
2590
9458
23569
735
2895
3891
13325
1729
8851
600
2255
12517
22188
716
2970
3436
10762
2027
8020
492
2809
11271
20501
749
2674
3221
11062
1876
7612
521
2770
9938
19448
719
2796
3343
11273
1827
6207
622
2876
9434
19048
688
2905
3132
10801
1736
6134
709
2467
7569
15477
660
2629
2993
10146
1798
6015
707
2646
9470
16281
635
2260
3111
11114
1650
6006
600
2361
7022
15891
622
2396
1597
10585
1619
5447
316
2580
8898
16801
617
2996
2510
6506
1434
5343
571
2109
8049
14941
536
2552
2500
5171
1187
4299
187
2281
7765
15324
537
2073
2716
5545
1413
4024
280
2051
8122
13328
611
2217
1218
6405
1240
4346
353
2181
7846
13501
615
2057
1660
4537
1228
3878
127
2347
7924
13244
566
1863
852
3832
1188
3852
208
2347
5197
12240
578
1857
529
4143
1249
3560
216
2085
4205
10336
605
1599
488
2988
1181
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8900
212
5333
11730
18439
3452
5989
5183
7953
3081
8867
163
6912
12807
18824
5666
6300
6016
8412
3125
10445
293
6790
13842
19785
7486
6673
8130
10637
2639
10169
228
6092
17362
27071
5707
6507
8571
10816
2914
9025
292
5589
17090
24732
10077
7242
13504
11535
2735
8696
320
5735
17322
26223
8846
7481
13055
11152
3278
9003
274
5434
17699
23550
12380
7610
13355
11858
2266
6075
174
5545
14043
20239
9180
5205
10292
10449
2144
9446
276
7245
19733
26096
8786
8016
9222
11871
2550
9271
541
7737
19500
23167
10880
7982
12248
10266
2008
9896
530
6707
14392
22131
10645
7455
13298
10400
1962
6366
312
4965
9243
16801
8835
3715
9997
9603
1543
6128
228
5134
12578
14761
10660
5460
10564
10143
1560
8505
352
6253
17015
19838
12065
7741
10885
12482
2457
7547
321
5898
15639
20410
8017
8863
12776
12378
2783
8506
557
7215
15543
22330
13869
9200
13909
13265
2470
9772
489
6888
17160
24873
12312
9550
14833
13782
1762
9576
554
6864
17227
26720
9835
9746
14569
13392
3184
9477
421
8789
16408
27671
11516
9218
14257
13706
2781
8293
332
6449
16364
25620
9633
9314
14393
11496
2936
8450
329
6147
16092
25884
11067
8160
13107
13577
3133
8860
395
6144
16220
24395
5844
7503
13219
13098
1498
8766
424
6277
14674
25333
8268
6968
12605
12638
1659
7122
254
5747
13295
20147
8404
6151
13463
10859
1621
7482
247
5093
13379
21295
3366
6497
12714
12571
1435
8174
230
5056
12606
19309
6310
6375
12536
7343
1298
8234
178
4412
11811
17951
9389
5549
6097
6579
1388
7733
242
4279
12501
17899
3600
5437
5801
5424
1599
6141
180
4701
11998
17439
7146
4798
5641
5337
872
5784
90
4810
11851
17653
8495
4906
3493
6731
1011
5689
109
4390
11102
17465
8453
3897
2998
4470
973
5538
229
4142
10699
13841
8034
3898
2991
5602
898
5136
110
3844
10115
12169
8313
4189
2856
5854
858
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8067
266
4862
21434
21913
1215
4949
8686
8523
1026
9488
337
4884
24920
22206
7823
5066
8968
8369
1373
10141
348
4280
27186
25477
14542
5091
14140
10407
1575
9169
229
3745
24419
24506
13235
5872
14465
10426
1097
13041
858
6289
30368
28740
15065
7849
14515
13590
1133
11980
688
6166
28246
28685
13033
7945
14499
14042
1177
12188
845
6011
28597
30205
14034
8575
14662
16115
1072
9055
1503
4262
21485
27906
11984
5616
9465
16396
705
12524
2112
5090
29904
36619
13345
9091
14810
18273
1212
11245
2633
5538
29115
35559
10645
8463
15223
20064
1172
11650
2558
6771
27481
35543
15394
8764
14786
19381
1279
9459
2599
5315
20707
29946
16624
6605
10561
14048
1063
9518
2066
6441
22359
30839
15945
6734
11714
14353
1264
11991
