COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group,current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult,Week Ending,Enrollment Date,As of date,Race and ethnicity,comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
,,,,,,,,,,,,,SEP,,,Rhode Island,,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,18-49 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 18-49 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,50-64 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 50-64 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,65+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 65+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Rhode Island,,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Rhode Island: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,18-49 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 18-49 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,50-64 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 50-64 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,65+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 65+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,South Carolina,,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Carolina: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,18-49 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 18-49 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,50-64 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 50-64 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,65+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 65+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,,,Virginia,,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Virginia: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,355.5,Republic of Palau,0.0,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Republic of Palau: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,684.0,Republic of Palau,0.0,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Republic of Palau: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,928.0,Republic of Palau,0.0,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Republic of Palau: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,1099.0,Republic of Palau,0.0,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Republic of Palau: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,1139.5,N. Mariana Islands,0.0,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" N. Mariana Islands: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,1258.5,American Samoa,0.0,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" American Samoa: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,1763.0,Republic of Palau,0.0,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Republic of Palau: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,0.0,1951.0,U.S. Virgin Islands ,0.0,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2023-24""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" U.S. Virgin Islands : 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
