Week Ending Date,Geographic aggregation,Number of Inpatient Beds,Number of Adult Inpatient Beds,Number of Pediatric Inpatient beds,Number of Inpatient Beds Occupied,Number of Adult Inpatient Beds Occupied,Number of Pediatric Inpatient Beds Occupied,Number of ICU Beds,Number of Adult ICU Beds,Number of Pediatric ICU Beds,Number of ICU Beds Occupied,Number of Adult ICU Beds Occupied,Number of Pediatric ICU Beds Occupied,Number of Adult Patients Hospitalized with COVID-19,Number of Pediatric Patients Hospitalized with COVID-19,Total Patients Hospitalized with COVID-19,Number of Adult Patients Hospitalized with Influenza,Number of Pedatric Patients Hospitalized with Influenza,Total Patients Hospitalized with Influenza,Number of Adult Patients Hospitalized with RSV,Number of Pediatric Patients Hospitalized with RSV,Total Patients Hospitalized with RSV,Number of Adult ICU Patients Hospitalized with COVID-19,Number of Pediatric ICU Patients Hospitalized with COVID-19,Total ICU Patients Hospitalized with COVID-19 ,Number of Adult ICU Patients Hospitalized with Influenza,Number of Pediatric ICU Patients Hospitalized with Influenza,Total ICU Patients Hospitalized with Influenza,Number of Adult ICU Patients Hospitalized with RSV,Number of Pediatric ICU Patients Hospitalized with RSV,Total ICU Patients Hospitalized with RSV,"Number of Pediatric COVID-19 Admissions, 0-4 years","Number of Pediatric COVID-19 Admissions, 5-17 years",Total Pediatric COVID-19 Admissions,"Number of Adult COVID-19 Admissions, 18-49 years","Number of Adult COVID-19 Admissions, 50-64 years","Number of Adult COVID-19 Admissions, 65-74 years","Number of Adult COVID-19 Admissions, 75 plus",Total Adult COVID-19 Admissions,"Number of COVID-19 Admissions, unknown age",Total COVID-19 Admissions,"Number of Pediatric Influenza Admissions, 0-4 years","Number of Pediatric Influenza Admissions, 5-17 years",Total Pediatric Influenza Admissions,"Number of Adult Influenza Admissions, 18-49 years","Number of Adult Influenza Admissions, 50-64 years","Number of Adult Influenza Admissions, 65-74 years","Number of Adult Influenza Admissions, 75 plus years",Total Adult Influenza Admissions,"Number of Influenza Admissions, unknown age",Total Influenza Admissions,"Number of Pediatric RSV Admissions, 0-4 years","Number of Pediatric RSV Admissions, 5-17 years",Total Pediatric RSV Admissions,"Number of Adult RSV Admissions, 18-49 years","Number of Adult RSV Admissions, 50-64 years","Number of Adult RSV Admissions, 65-74 years","Number of Adult RSV Admissions, 75 plus years",Total Adult RSV Admissions,"Number of RSV Admissions, unknown age",Total RSV Admissions,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by COVID-19 Patients,Percent Inpatient Beds Occupied by Influenza Patients,Percent Inpatient Beds Occupied by RSV Patients,Percent ICU Beds Occupied,Percent ICU Beds Occupied by COVID-19 Patients,Percent ICU Beds Occupied by Influenza Patients,Percent ICU Beds Occupied by RSV Patients,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Adult Influenza Admissions,Percent Pediatric Influenza Admissions,Percent Adult RSV Admissions,Percent Pediatric RSV Admissions,Number Hospitals Reporting Number of Inpatient Beds,Number Hospitals Reporting Number of Inpatient Beds Occupied,Number Hospitals Reporting Number of ICU Beds ,Number Hospitals Reporting Number of ICU Beds Occupied,Number Hospitals Reporting Total Patients Hospitalized with COVID-19,Number Hospitals Reporting TotalPatients Hospitalized with Influenza,Number Hospitals Reporting Total Patients Hospitalized with RSV,Number Hospitals Reporting ICU Patients Hospitalized with COVID-19 ,Number Hospitals Reporting ICU Patients Hospitalized with Influenza,Number Hospitals Reporting ICU Patients Hospitalized with RSV,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting COVID-19 Admissions,Number Hospitals Reporting Pediatric Influenza Admissions,Number Hospitals Reporting Adult Influenza Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Pediatric RSV Admissions,Number Hospitals Reporting Adult RSV Admissions,Number Hospitals Reporting RSV Admissions,Number Hospitals Reporting Percent Inpatient Beds Occupied,Number Hospitals Reporting Percent ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Beds Occupied by COVID-19 Patients,Number Hospitals Reporting Percent Inpatient Beds Occupied by Influenza Patients,Number Hospitals Reporting Percent Inpatient Beds Occupied by RSV Patients,Number Hospitals Reporting Percent ICU Beds Occupied by COVID-19 Patients,Number Hospitals Reporting Percent ICU Beds Occupied by Influenza Patients,Number Hospitals Reporting Percent ICU Beds Occupied by RSV Patients,Percent Hospitals Reporting Number of Inpatient Beds,Percent Hospitals Reporting Number of Inpatient Beds Occupied,Percent Hospitals Reporting Number of ICU Beds ,Percent Hospitals Reporting Number of ICU Beds Occupied,Percent Hospitals Reporting Total Patients Hospitalized with COVID-19,Percent Hospitals Reporting TotalPatients Hospitalized with Influenza,Percent Hospitals Reporting Total Patients Hospitalized with RSV,Percent Hospitals Reporting ICU Patients Hospitalized with COVID-19 ,Percent Hospitals Reporting ICU Patients Hospitalized with Influenza,Percent Hospitals Reporting ICU Patients Hospitalized with RSV,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting COVID-19 Admissions,Percent Hospitals Reporting Pediatric Influenza Admissions,Percent Hospitals Reporting Adult Influenza Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Pediatric RSV Admissions,Percent Hospitals Reporting Adult RSV Admissions,Percent Hospitals Reporting RSV Admissions,Percent Hospitals Reporting Percent Inpatient Beds Occupied,Percent Hospitals Reporting Percent ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Beds Occupied by COVID-19 Patients,Percent Hospitals Reporting Percent Inpatient Beds Occupied by Influenza Patients,Percent Hospitals Reporting Percent Inpatient Beds Occupied by RSV Patients,Percent Hospitals Reporting Percent ICU Beds Occupied by COVID-19 Patients,Percent Hospitals Reporting Percent ICU Beds Occupied by Influenza Patients,Percent Hospitals Reporting Percent ICU Beds Occupied by RSV Patients,Absolute Change in the Percent Hospitals Reporting Number of Inpatient Beds from Prior Week,Absolute Change in the Absolute Change in the Percent Hospitals Reporting Number of Inpatient Beds Occupied from Prior Week,Absolute Change in the Percent Hospitals Reporting Number of ICU Beds from Prior Week,Absolute Change in the Percent Hospitals Reporting Number of ICU Beds Occupied from Prior Week,Absolute Change in the Percent Hospitals Reporting Total Patients Hospitalized with COVID-19 from Prior Week,Absolute Change in the Percent Hospitals Reporting TotalPatients Hospitalized with Influenza from Prior Week,Absolute Change in the Percent Hospitals Reporting Total Patients Hospitalized with RSV from Prior Week,Absolute Change in the Percent Hospitals Reporting ICU Patients Hospitalized with COVID-19 from Prior Week,Absolute Change in the Percent Hospitals Reporting ICU Patients Hospitalized with Influenza from Prior Week,Absolute Change in the Percent Hospitals Reporting ICU Patients Hospitalized with RSV from Prior Week,Absolute Change in the Percent Hospitals Reporting Pediatric COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Adult COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting COVID-19 Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Pediatric Influenza Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Adult Influenza Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting  Influenza Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Pediatric RSV Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Adult RSV Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting RSV Admissions from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Beds Occupied from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent ICU Beds Occupied from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Beds Occupied by COVID-19 Patients from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Beds Occupied by Influenza Patients from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent Inpatient Beds Occupied by RSV Patients from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent ICU Beds Occupied by COVID-19 Patients from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent ICU Beds Occupied by Influenza Patients from Prior Week,Absolute Change in the Percent Hospitals Reporting Percent ICU Beds Occupied by RSV Patients from Prior Week,"Number of Pediatric COVID-19 Admissions, 0-4 years, per 100,000 population","Number of Pediatric COVID-19 Admissions, 5-17 years, per 100,000 population","Total Number of Pediatric COVID-19 Admissions per 100,000 population","Number of Adult COVID-19 Admissions, 18-49 years, per 100,000 population","Number of Adult COVID-19 Admissions, 50-64 years, per 100,000 population","Number of Adult COVID-19 Admissions, 65-74 years, per 100,000 population","Number of Adult COVID-19 Admissions, 75+ years, per 100,000 population","Total Number of Adult COVID-19 Admissions per 100,000 population","Total number of COVID-19 Admissions per 100,000 population","Number of Pediatric Influenza Admissions, 0-4 years, per 100,000 population","Number of Pediatric Influenza Admissions, 5-17 years, per 100,000 population","Total Number of Pediatric Influenza Admissions per 100,000 population","Number of Adult Influenza Admissions, 18-49 years, per 100,000 population","Number of Adult Influenza Admissions, 50-64 years, per 100,000 population","Number of Adult Influenza Admissions, 65-74 years, per 100,000 population","Number of Adult Influenza Admissions, 75+ years, per 100,000 population","Total Number of Adult Influenza Admissions per 100,000 population","Total number of Influenza Admissions per 100,000 population","Number of Pediatric RSV Admissions, 0-4 years, per 100,000 population","Number of Pediatric RSV Admissions, 5-17 years, per 100,000 population","Total Number of Pediatric RSV Admissions per 100,000 population","Number of Adult RSV Admissions, 18-49 years, per 100,000 population","Number of Adult RSV Admissions, 50-64 years, per 100,000 population","Number of Adult RSV Admissions, 65-74 years, per 100,000 population","Number of Adult RSV Admissions, 75+ years, per 100,000 population","Total Number of Adult RSV Admissions per 100,000 population","Total number of RSV Admissions per 100,000 population",Percent Hospitals Reporting Total New COVID-19 Admissions Above 80%,Percent Hospitals Reporting Total New COVID-19 Admissions Above 90%,Percent Hospitals Reporting Total New Influenza Admissions Above 80%,Percent Hospitals Reporting Total New Influenza Admissions Above 90%,Percent Hospitals Reporting Total New RSV Admissions Above 80%,Percent Hospitals Reporting Total New RSV Admissions Above 90%
2024-10-05,IA,3649,3052,268,2624,2273,156,545,304,43,395,214,30,55,1,56,0,0,1,2,0,2,5,0,5,0,0,0,0,0,0,1,0,1,11,,,,88,9,89,,,0,,,,,0,,1,,,0,,,,,0,,0,0.72,0.02,0.00,0.00,0.72,0.01,0.00,0.00,0.99,0.01,0.00,0.00,,,32,32,32,32,32,32,3,32,32,3,32,32,32,1,1,32,3,3,3,32,32,32,32,3,32,32,3,0.26,0.26,0.26,0.26,0.26,0.26,0.02,0.26,0.26,0.02,0.26,0.26,0.26,0.01,0.01,0.26,0.02,0.02,0.02,0.26,0.26,0.26,0.26,0.02,0.26,0.26,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.54,0.00,0.14,0.84,,,,3.55,2.78,,,0.00,,,,,0.00,0.03,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,ID,717,640,8,477,415,5,68,59,0,54,44,0,9,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,,,,5,1,6,,,0,,,,,0,,0,,,0,,,,,0,,0,0.67,0.01,0.00,0.00,0.79,0.02,0.00,0.00,0.83,0.17,,,,,21,21,21,21,21,21,2,21,21,2,21,21,21,2,2,21,2,2,2,21,21,21,21,2,21,21,2,0.45,0.45,0.45,0.45,0.45,0.45,0.04,0.45,0.45,0.04,0.45,0.45,0.45,0.04,0.04,0.45,0.04,0.04,0.04,0.45,0.45,0.45,0.45,0.04,0.45,0.45,0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.00,-0.02,-0.02,0.00,-0.02,-0.02,-0.02,0.00,0.00,-0.02,0.00,0.00,0.00,-0.02,-0.02,-0.02,-0.02,0.00,-0.02,-0.02,0.00,0.00,0.00,0.21,0.12,,,,0.33,0.31,,,0.00,,,,,0.00,0.00,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,IL,9832,8922,506,6737,6087,334,1384,1029,154,804,588,110,128,3,131,0,0,2,0,0,0,13,1,14,0,0,0,0,0,0,4,1,5,13,,,,177,0,182,,,0,,,,,0,,2,,,0,,,,,0,,0,0.69,0.01,0.00,0.00,0.58,0.01,0.00,0.00,0.97,0.03,0.00,0.00,,,70,70,70,70,74,74,8,70,74,8,70,74,74,7,7,74,8,8,8,70,70,70,70,8,70,70,8,0.35,0.35,0.35,0.35,0.37,0.37,0.04,0.35,0.37,0.04,0.35,0.37,0.37,0.04,0.04,0.37,0.04,0.04,0.04,0.35,0.35,0.35,0.35,0.04,0.35,0.35,0.04,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,-0.01,-0.01,0.00,-0.01,-0.01,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,-0.01,-0.01,-0.01,-0.01,0.00,-0.01,-0.01,0.00,0.60,0.05,0.18,0.25,,,,1.80,1.45,,,0.00,,,,,0.00,0.02,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,IN,5683,4887,549,4081,3667,289,1058,764,139,523,405,50,63,6,69,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,4,2,14,11,,,,102,19,116,,,0,,,,,0,,4,,,0,,,,,0,,0,0.72,0.01,0.00,0.00,0.49,0.01,0.00,0.00,0.88,0.12,0.00,0.00,,,47,47,47,47,47,47,4,47,47,4,47,47,47,4,4,47,4,4,4,47,47,47,47,4,47,47,4,0.33,0.33,0.33,0.33,0.33,0.33,0.03,0.33,0.33,0.03,0.33,0.33,0.33,0.03,0.03,0.33,0.03,0.03,0.03,0.33,0.33,0.33,0.33,0.03,0.33,0.33,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.17,0.88,0.39,,,,1.93,1.69,,,0.00,,,,,0.00,0.06,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,KS,1254,1120,42,649,584,9,119,112,7,66,66,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,12,1,12,,,0,,,,,0,,0,,,0,,,,,0,,0,0.52,0.01,0.00,0.00,0.56,0.00,0.00,0.00,1.00,0.00,,,,,42,42,42,42,45,45,7,42,45,7,42,45,45,7,7,45,7,7,7,42,42,42,42,7,42,42,7,0.29,0.29,0.29,0.29,0.31,0.31,0.05,0.29,0.31,0.05,0.29,0.31,0.31,0.05,0.05,0.31,0.05,0.05,0.05,0.29,0.29,0.29,0.29,0.05,0.29,0.29,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.17,,,,0.54,0.41,,,0.00,,,,,0.00,0.00,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,KY,1897,1674,82,1581,1388,70,418,284,16,346,224,13,27,2,29,1,0,7,0,0,0,9,1,10,0,0,0,0,0,0,2,0,2,5,,,,19,0,21,,,0,,,,,0,,0,,,0,,,,,0,,0,0.83,0.02,0.00,0.00,0.83,0.02,0.00,0.00,0.90,0.10,,,,,19,19,19,19,20,20,4,19,20,4,19,20,20,4,4,20,4,4,4,19,19,19,19,4,19,19,4,0.17,0.17,0.17,0.17,0.18,0.18,0.04,0.17,0.18,0.04,0.17,0.18,0.18,0.04,0.04,0.18,0.04,0.04,0.04,0.17,0.17,0.17,0.17,0.04,0.17,0.17,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.76,0.00,0.20,0.27,,,,0.54,0.47,,,0.00,,,,,0.00,0.00,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,LA,4735,4386,199,3161,2916,129,649,444,66,459,320,36,36,1,37,0,0,2,0,0,0,8,0,8,0,0,0,0,0,0,4,0,4,0,,,,39,3,43,,,0,,,,,1,,5,,,0,,,,,0,,0,0.67,0.01,0.00,0.00,0.71,0.01,0.00,0.00,0.91,0.09,0.20,0.00,,,66,66,66,66,66,66,7,66,66,7,66,66,66,7,7,66,7,7,7,66,66,66,66,7,66,66,7,0.41,0.41,0.41,0.41,0.41,0.41,0.04,0.41,0.41,0.04,0.41,0.41,0.41,0.04,0.04,0.41,0.04,0.04,0.04,0.41,0.41,0.41,0.41,0.04,0.41,0.41,0.04,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,1.43,0.00,0.37,0.00,,,,1.12,0.94,,,0.00,,,,,0.03,0.11,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,MA,15307,13425,838,13251,11872,686,1691,1173,148,1406,986,128,,,,,,,,,,,,,,,,,,,,,,,,,,,315684,,,,,,,,,,,,,,,,,,,,,,0.87,,,,0.83,,,,,,,,,,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0.83,0.83,0.83,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
2024-10-05,MD,742,654,7,560,508,3,57,57,0,37,37,0,24,0,24,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,,,,41,0,41,,,0,,,,,0,,1,,,0,,,,,0,,0,0.76,0.03,0.00,0.00,0.64,0.03,0.00,0.00,1.00,0.00,0.00,0.00,,,8,8,8,8,8,8,1,8,8,1,8,8,8,1,1,8,1,1,1,8,8,8,8,1,8,8,1,0.16,0.16,0.16,0.16,0.16,0.16,0.02,0.16,0.16,0.02,0.16,0.16,0.16,0.02,0.02,0.16,0.02,0.02,0.02,0.16,0.16,0.16,0.16,0.02,0.16,0.16,0.02,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,0.00,-0.08,-0.08,0.00,-0.08,-0.08,-0.08,0.00,0.00,-0.08,0.00,0.00,0.00,-0.08,-0.08,-0.08,-0.08,0.00,-0.08,-0.08,0.00,0.00,0.00,0.00,0.12,,,,0.86,0.67,,,0.00,,,,,0.00,0.02,,,0.00,,,,,0.00,0.00,0,0,0,0,0,0
2024-10-05,ME,147,147,0,74,73,1,10,10,0,4,3,0,6,0,6,,,1,,,,1,0,1,,,0,,,,0,0,0,1,,,,9,0,9,,,,,,,,,,0,,,,,,,,,,,0.50,0.04,0.01,,0.37,0.06,0.00,,1.00,0.00,,,,,6,6,6,6,6,6,0,6,6,0,6,6,6,0,0,6,0,0,0,6,6,6,6,0,6,6,0,0.16,0.16,0.16,0.16,0.16,0.16,0.00,0.16,0.16,0.00,0.16,0.16,0.16,0.00,0.00,0.16,0.00,0.00,0.00,0.16,0.16,0.16,0.16,0.00,0.16,0.16,0.00,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.00,-0.05,-0.05,0.00,-0.05,-0.05,-0.05,0.00,0.00,-0.05,0.00,0.00,0.00,-0.05,-0.05,-0.05,-0.05,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,0.19,,,,0.79,0.65,,,,,,,,,0.00,,,,,,,,,,0,0,0,0,0,0
