Current Season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend
2024-25,JAN,,,Illinois,,13-17 years,"2024-25, Illinois: 13-17 years"
2023-24,JUL,8,678480,New York State,0,13-17 years,"2023-24, New York (excluding New York City): 13-17 years"
2023-24,JUN,1059,13771,Guam,0.0769,13-17 years,"2023-24, Guam: 13-17 years"
2023-24,JUN,,,Virginia,,2-4 years,"2023-24, Virginia: 2-4 years"
2023-24,MAR,116454,365488,New York State,0.3186,2-4 years,"2023-24, New York (excluding New York City): 2-4 years"
2023-24,MAR,242410,875398,Kentucky,0.2769,50-64 years,"2023-24, Kentucky: 50-64 years"
2023-24,MAR,27582,55949,Maine,0.493,9-12 years,"2023-24, Maine: 9-12 years"
2022-23,DEC,795,31335,American Samoa,0.0254,18+ years,"2022-23, American Samoa: 18+ years"
2023-24,DEC,3594,38687,Wyoming,0.0929,13-17 years,"2023-24, Wyoming: 13-17 years"
2023-24,DEC,31212,136613,Oregon,0.2285,2-4 years,"2023-24, Oregon: 2-4 years"
2023-24,MAR,322257,1335281,Tennessee,0.2413,50-64 years,"2023-24, Tennessee: 50-64 years"
2023-24,MAR,68965,351878,Indiana,0.196,9-12 years,"2023-24, Indiana: 9-12 years"
2023-24,MAY,2021774,4638094,Florida,0.4359,65+ years,"2023-24, Florida: 65+ years"
2024-25,DEC,119469,562524,New Jersey,0.2124,13-17 years,"2024-25, New Jersey: 13-17 years"
2024-25,DEC,2104207,7839742,Michigan,0.2684,18+ years,"2024-25, Michigan: 18+ years"
2024-25,JAN,,,Kansas,,5-8 years,"2024-25, Kansas: 5-8 years"
2022-23,APR,11197,39611,North Dakota,0.2827,9-12 years,"2022-23, North Dakota: 9-12 years"
2022-23,DEC,159178,1219345,Florida,0.1305,13-17 years,"2022-23, Florida: 13-17 years"
2022-23,DEC,35813,241497,Louisiana,0.1483,9-12 years,"2022-23, Louisiana: 9-12 years"
2022-23,MAY,149070,434609,New Jersey,0.343,9-12 years,"2022-23, New Jersey: 9-12 years"
2023-24,DEC,,,New Hampshire,,9-12 years,"2023-24, New Hampshire: 9-12 years"
2023-24,JAN,32783,89833,District of Columbia,0.3649,65+ years,"2023-24, District of Columbia: 65+ years"
2023-24,JUL,105,3079500,Arizona,0,18-49 years,"2023-24, Arizona: 18-49 years"
2023-24,JUL,0,15641.5,American Samoa,0,6 months to 17 years,"2023-24, American Samoa: 6 months to 17 years"
2023-24,SEP,17990,460572,Washington,0.0391,13-17 years,"2023-24, Washington: 13-17 years"
2024-25,AUG,423,239102,Alabama,0.0018,5-8 years,"2024-25, Alabama: 5-8 years"
2022-23,AUG,2177,742187,Ohio,0.0029,13-17 years,"2022-23, Ohio: 13-17 years"
2022-23,AUG,36,51927,Montana,0.0007,5-8 years,"2022-23, Montana: 5-8 years"
2022-23,MAR,279650,4423448,North Carolina,0.0632,18-49 years,"2022-23, North Carolina: 18-49 years"
2022-23,MAY,129709,583228,District of Columbia,0.2224,18+ years,"2022-23, District of Columbia: 18+ years"
2022-23,SEP,,,Massachusetts,,18-49 years,"2022-23, Massachusetts: 18-49 years"
2024-25,JUL,611,5025173,Texas,0.0001,50-64 years,"2024-25, Texas: 50-64 years"
2024-25,OCT,1746,34647,Federated States of Micronesia,0.0504,6 months to 17 years,"2024-25, Federated States of Micronesia: 6 months to 17 years"
2024-25,SEP,106152,2330808,Arkansas,0.0455,18+ years,"2024-25, Arkansas: 18+ years"
2022-23,DEC,157471,514913,New York State,0.3058,9-12 years,"2022-23, New York (excluding New York City): 9-12 years"
2023-24,JAN,222354,2110766,Texas,0.1053,13-17 years,"2023-24, Texas: 13-17 years"
2023-24,MAY,145136,564552,Arkansas,0.2571,50-64 years,"2023-24, Arkansas: 50-64 years"
2022-23,APR,85280,174496,New York State,0.4887,6-23 months,"2022-23, New York (excluding New York City): 6-23 months"
2022-23,APR,149157,360714,New York City,0.4135,9-12 years,"2022-23, New York City: 9-12 years"
2022-23,AUG,506,205956,Utah,0.0025,5-8 years,"2022-23, Utah: 5-8 years"
2022-23,JAN,71557,212202,Minnesota,0.3372,2-4 years,"2022-23, Minnesota: 2-4 years"
2023-24,JAN,48558,247042,Tennessee,0.1966,2-4 years,"2023-24, Tennessee: 2-4 years"
2023-24,NOV,1172011,4780119,Missouri,0.2452,18+ years,"2023-24, Missouri: 18+ years"
2023-24,SEP,16607,364081,West Virginia,0.0456,50-64 years,"2023-24, West Virginia: 50-64 years"
2024-25,AUG,26727,4893409,Alabama,0.0055,Overall,"2024-25, Alabama: Overall"
2024-25,NOV,37134,248705,Oregon,0.1493,13-17 years,"2024-25, Oregon: 13-17 years"
2024-25,NOV,211,1139.5,N. Mariana Islands,0.1851,6-23 months,"2024-25, N. Mariana Islands: 6-23 months"
2022-23,APR,2313,3481,American Samoa,0.6645,5-8 years,"2022-23, American Samoa: 5-8 years"
2022-23,DEC,7937,65539,Montana,0.1211,13-17 years,"2022-23, Montana: 13-17 years"
2022-23,DEC,11303,34451,New Mexico,0.3281,6-23 months,"2022-23, New Mexico: 6-23 months"
2022-23,MAY,113290,377461,Washington,0.3001,5-8 years,"2022-23, Washington: 5-8 years"
2022-23,MAY,11974,46976.5,American Samoa,0.2549,Overall,"2022-23, American Samoa: Overall"
2022-23,OCT,54896,640160,Puerto Rico,0.0858,50-64 years,"2022-23, Puerto Rico: 50-64 years"
2022-23,SEP,30314,676599,Pennsylvania,0.0448,13-17 years,"2022-23, Pennsylvania (excluding Philadelphia County): 13-17 years"
2023-24,DEC,85652,364081,West Virginia,0.2353,50-64 years,"2023-24, West Virginia: 50-64 years"
2023-24,MAR,683243,2237082,New York State,0.3054,6 months to 17 years,"2023-24, New York (excluding New York City): 6 months to 17 years"
2023-24,MAY,18413,129929.5,Wyoming,0.1417,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years"
2024-25,NOV,62,1951,U.S. Virgin Islands ,0.0318,6-23 months,"2024-25, U.S. Virgin Islands : 6-23 months"
2022-23,APR,708016,1640786,New York City,0.4315,6 months to 17 years,"2022-23, New York City: 6 months to 17 years"
2022-23,AUG,13,7639,American Samoa,0.0017,50-64 years,"2022-23, American Samoa: 50-64 years"
2022-23,AUG,1025,105584.5,Maryland,0.0097,6-23 months,"2022-23, Maryland: 6-23 months"
2022-23,JUL,0,396292,Georgia,0,2-4 years,"2022-23, Georgia: 2-4 years"
2022-23,JUN,20881,104275,Idaho,0.2002,9-12 years,"2022-23, Idaho: 9-12 years"
2022-23,NOV,592,5092,N. Mariana Islands,0.1163,13-17 years,"2022-23, N. Mariana Islands: 13-17 years"
2022-23,NOV,8,1763,Republic of Palau,0.0045,13-17 years,"2022-23, Republic of Palau: 13-17 years"
2023-24,JUL,487,8832618,New Jersey,0.0001,Overall,"2023-24, New Jersey: Overall"
2023-24,SEP,30667,1661189,Oklahoma,0.0185,18-49 years,"2023-24, Oklahoma: 18-49 years"
2024-25,JUL,,,Hawaii,,18+ years,"2024-25, Hawaii: 18+ years"
2022-23,APR,107128,640160,Puerto Rico,0.1673,50-64 years,"2022-23, Puerto Rico: 50-64 years"
2022-23,MAY,43487,553690.5,Puerto Rico,0.0785,6 months to 17 years,"2022-23, Puerto Rico: 6 months to 17 years"
2022-23,NOV,522541,1884782,New Jersey,0.2772,6 months to 17 years,"2022-23, New Jersey: 6 months to 17 years"
2022-23,OCT,,,Houston,,18+ years,"2022-23, Houston: 18+ years"
2022-23,SEP,68,4812,Federated States of Micronesia,0.0141,65+ years,"2022-23, Federated States of Micronesia: 65+ years"
2023-24,JUN,468162,1415568,Washington,0.3307,50-64 years,"2023-24, Washington: 50-64 years"
2023-24,NOV,,,Virginia,,6 months to 17 years,"2023-24, Virginia: 6 months to 17 years"
2024-25,AUG,561,371308,Minnesota,0.0015,13-17 years,"2024-25, Minnesota: 13-17 years"
2024-25,DEC,0,355.5,Republic of Palau,0,6-23 months,"2024-25, Republic of Palau: 6-23 months"
2024-25,JUL,5,784957,Oregon,6.3698e-06,50-64 years,"2024-25, Oregon: 50-64 years"
2024-25,JUL,0,54115,Nevada,0,6-23 months,"2024-25, Nevada: 6-23 months"
2024-25,NOV,48380,479456,Arizona,0.1009,13-17 years,"2024-25, Arizona: 13-17 years"
2022-23,MAR,58103,347543.5,West Virginia,0.1672,6 months to 17 years,"2022-23, West Virginia: 6 months to 17 years"
2022-23,SEP,9168,286150,Kentucky,0.032,13-17 years,"2022-23, Kentucky: 13-17 years"
2023-24,AUG,16014,4616751,Louisiana,0.0035,Overall,"2023-24, Louisiana: Overall"
2023-24,DEC,121827,436260,New York City,0.2793,13-17 years,"2023-24, New York City: 13-17 years"
2023-24,MAR,160837,676599,Pennsylvania,0.2377,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years"
2023-24,MAY,3443,27742,Guam,0.1241,50-64 years,"2023-24, Guam: 50-64 years"
2024-25,AUG,166,74811,Puerto Rico,0.0022,2-4 years,"2024-25, Puerto Rico: 2-4 years"
2024-25,DEC,318732,1428520,West Virginia,0.2231,18+ years,"2024-25, West Virginia: 18+ years"
2022-23,FEB,100848,295984,Maryland,0.3407,5-8 years,"2022-23, Maryland: 5-8 years"
2022-23,SEP,658183,8922762,Pennsylvania,0.0738,18+ years,"2022-23, Pennsylvania (excluding Philadelphia County): 18+ years"
2023-24,DEC,31230,201249,Arkansas,0.1552,13-17 years,"2023-24, Arkansas: 13-17 years"
2023-24,JUN,,,South Carolina,,13-17 years,"2023-24, South Carolina: 13-17 years"
2023-24,JUN,729381,1047935,Wisconsin,0.696,65+ years,"2023-24, Wisconsin: 65+ years"
2023-24,MAR,16750,187055,Puerto Rico,0.0895,13-17 years,"2023-24, Puerto Rico: 13-17 years"
2023-24,SEP,,,Rhode Island,,9-12 years,"2023-24, Rhode Island: 9-12 years"
2024-25,AUG,,,Kansas,,65+ years,"2024-25, Kansas: 65+ years"
2024-25,JUL,0,4829.5,Republic of Palau,0,6 months to 17 years,"2024-25, Republic of Palau: 6 months to 17 years"
2024-25,JUL,196,2273653,Mississippi,0.0001,18+ years,"2024-25, Mississippi: 18+ years"
2024-25,NOV,13002,129929.5,Wyoming,0.1001,6 months to 17 years,"2024-25, Wyoming: 6 months to 17 years"
2022-23,APR,2241562,8832618,New Jersey,0.2538,Overall,"2022-23, New Jersey: Overall"
2022-23,FEB,24561,108898,Wyoming,0.2255,50-64 years,"2022-23, Wyoming: 50-64 years"
2022-23,JUL,1,475421,Michigan,2.1034e-06,9-12 years,"2022-23, Michigan: 9-12 years"
2022-23,MAY,32836,181154,Louisiana,0.1813,2-4 years,"2022-23, Louisiana: 2-4 years"
2023-24,APR,9739,32005,District of Columbia,0.3043,5-8 years,"2023-24, District of Columbia: 5-8 years"
2023-24,APR,0,2437453.5,Georgia,0,6 months to 17 years,"2023-24, Georgia: 6 months to 17 years"
2024-25,NOV,63939,370797,Wisconsin,0.1724,13-17 years,"2024-25, Wisconsin: 13-17 years"
2023-24,FEB,160674,816314,Illinois,0.1968,13-17 years,"2023-24, Illinois: 13-17 years"
2023-24,JAN,0,8210067,Georgia,0,18+ years,"2023-24, Georgia: 18+ years"
2023-24,JUL,,,Nebraska,,2-4 years,"2023-24, Nebraska: 2-4 years"
2023-24,JUN,,,Houston,,9-12 years,"2023-24, Houston: 9-12 years"
2024-25,JAN,127611,503705,New York State,0.2533,5-8 years,"2024-25, New York (excluding New York City): 5-8 years"
2024-25,JAN,,,Louisiana,,65+ years,"2024-25, Louisiana: 65+ years"
2022-23,AUG,7,15392.5,N. Mariana Islands,0.0005,6 months to 17 years,"2022-23, N. Mariana Islands: 6 months to 17 years"
2022-23,AUG,1331,552427,Alaska,0.0024,18+ years,"2022-23, Alaska: 18+ years"
2022-23,JAN,89069,128594,Vermont,0.6926,65+ years,"2022-23, Vermont: 65+ years"
2023-24,APR,177763,742696,Philadelphia,0.2393,18-49 years,"2023-24, Philadelphia: 18-49 years"
2023-24,DEC,807048,3226163.5,Utah,0.2502,Overall,"2023-24, Utah: Overall"
2023-24,FEB,0,2015461,Georgia,0,50-64 years,"2023-24, Georgia: 50-64 years"
2023-24,JUN,214,2844,Federated States of Micronesia,0.0752,6-23 months,"2023-24, Federated States of Micronesia: 6-23 months"
2023-24,MAY,1024,5092,N. Mariana Islands,0.2011,13-17 years,"2023-24, N. Mariana Islands: 13-17 years"
2024-25,DEC,215410,784957,Oregon,0.2744,50-64 years,"2024-25, Oregon: 50-64 years"
2022-23,AUG,829,377461,Washington,0.0022,5-8 years,"2022-23, Washington: 5-8 years"
2022-23,OCT,,,South Carolina,,65+ years,"2022-23, South Carolina: 65+ years"
2023-24,DEC,534184,2627928,Colorado,0.2033,18-49 years,"2023-24, Colorado: 18-49 years"
2023-24,JAN,38207,245322,Alabama,0.1557,9-12 years,"2023-24, Alabama: 9-12 years"
2023-24,MAR,2425583,7220373,California,0.3359,50-64 years,"2023-24, California: 50-64 years"
2023-24,OCT,279555,1101973,Maine,0.2537,18+ years,"2023-24, Maine: 18+ years"
2024-25,AUG,,,South Carolina,,50-64 years,"2024-25, South Carolina: 50-64 years"
2024-25,JAN,304893,981560.5,Delaware,0.3106,Overall,"2024-25, Delaware: Overall"
2024-25,JUL,3,215130,Oklahoma,0,5-8 years,"2024-25, Oklahoma: 5-8 years"
2024-25,JUL,0,129929.5,Wyoming,0,6 months to 17 years,"2024-25, Wyoming: 6 months to 17 years"
2024-25,NOV,20785,236563,Wyoming,0.0879,18-49 years,"2024-25, Wyoming: 18-49 years"
2022-23,APR,479334,1184308,Wisconsin,0.4047,50-64 years,"2022-23, Wisconsin: 50-64 years"
2022-23,AUG,16902,3873683,Texas,0.0044,65+ years,"2022-23, Texas: 65+ years"
2022-23,FEB,162881,373569,West Virginia,0.436,65+ years,"2022-23, West Virginia: 65+ years"
2022-23,JAN,450178,1222456,Maryland,0.3683,50-64 years,"2022-23, Maryland: 50-64 years"
2022-23,JUL,4,203909,Mississippi,0,13-17 years,"2022-23, Mississippi: 13-17 years"
2022-23,JUN,276393,672299,California,0.4111,6-23 months,"2022-23, California: 6-23 months"
2023-24,MAR,1944926,8200096,New York City,0.2372,Overall,"2023-24, New York City: Overall"
2023-24,MAY,914,21412.5,Republic of Palau,0.0427,Overall,"2023-24, Republic of Palau: Overall"
2024-25,OCT,,,Nebraska,,2-4 years,"2024-25, Nebraska: 2-4 years"
2022-23,MAY,48389,161075,Iowa,0.3004,5-8 years,"2022-23, Iowa: 5-8 years"
2022-23,NOV,9,24141,U.S. Virgin Islands ,0.0004,6 months to 17 years,"2022-23, U.S. Virgin Islands : 6 months to 17 years"
2022-23,OCT,,,Massachusetts,,13-17 years,"2022-23, Massachusetts: 13-17 years"
2022-23,SEP,,,Rhode Island,,9-12 years,"2022-23, Rhode Island: 9-12 years"
2023-24,DEC,335,2226,N. Mariana Islands,0.1505,2-4 years,"2023-24, N. Mariana Islands: 2-4 years"
2023-24,FEB,81042,151155,New Jersey,0.5362,6-23 months,"2023-24, New Jersey: 6-23 months"
2022-23,APR,42,1951,U.S. Virgin Islands ,0.0215,6-23 months,"2022-23, U.S. Virgin Islands : 6-23 months"
2022-23,JUL,,,Hawaii,,5-8 years,"2022-23, Hawaii: 5-8 years"
2022-23,JUN,295647,1335604.5,Missouri,0.2214,6 months to 17 years,"2022-23, Missouri: 6 months to 17 years"
2022-23,OCT,1167,14422,Alaska,0.0809,6-23 months,"2022-23, Alaska: 6-23 months"
2023-24,JAN,,,Virginia,,18-49 years,"2023-24, Virginia: 18-49 years"
2023-24,JUL,,,Rhode Island,,65+ years,"2023-24, Rhode Island: 65+ years"
2023-24,JUN,955,5080,Marshall Islands,0.188,2-4 years,"2023-24, Marshall Islands: 2-4 years"
2023-24,MAR,95584,270072,Philadelphia,0.3539,50-64 years,"2023-24, Philadelphia: 50-64 years"
2023-24,MAR,2355210,7839742,Michigan,0.3004,18+ years,"2023-24, Michigan: 18+ years"
2024-25,DEC,0,928,Republic of Palau,0,5-8 years,"2024-25, Republic of Palau: 5-8 years"
2024-25,NOV,,,Virginia,,50-64 years,"2024-25, Virginia: 50-64 years"
2024-25,SEP,91829,2341888,Wisconsin,0.0392,18-49 years,"2024-25, Wisconsin: 18-49 years"
2022-23,AUG,33,65539,Montana,0.0005,13-17 years,"2022-23, Montana: 13-17 years"
2022-23,AUG,852,784957,Oregon,0.0011,50-64 years,"2022-23, Oregon: 50-64 years"
2022-23,AUG,,,Virginia,,65+ years,"2022-23, Virginia: 65+ years"
2022-23,AUG,40390,8789112,New York State,0.0046,18+ years,"2022-23, New York (excluding New York City): 18+ years"
2022-23,DEC,,,Chicago,,13-17 years,"2022-23, Chicago: 13-17 years"
2022-23,DEC,,,New Hampshire,,18-49 years,"2022-23, New Hampshire: 18-49 years"
2024-25,DEC,259665,1190710,Missouri,0.2181,50-64 years,"2024-25, Missouri: 50-64 years"
2024-25,NOV,130644,975661.5,Kentucky,0.1339,6 months to 17 years,"2024-25, Kentucky: 6 months to 17 years"
2022-23,SEP,,,Virginia,,6-23 months,"2022-23, Virginia: 6-23 months"
2022-23,SEP,,,Rhode Island,,Overall,"2022-23, Rhode Island: Overall"
2023-24,DEC,18906,109896,New Mexico,0.172,9-12 years,"2023-24, New Mexico: 9-12 years"
2023-24,FEB,205508,850894,Montana,0.2415,18+ years,"2023-24, Montana: 18+ years"
2023-24,MAR,20247,53773,Maine,0.3765,5-8 years,"2023-24, Maine: 5-8 years"
2023-24,SEP,95767,2315421,Minnesota,0.0414,18-49 years,"2023-24, Minnesota: 18-49 years"
2022-23,DEC,224165,593437,Iowa,0.3777,50-64 years,"2022-23, Iowa: 50-64 years"
2022-23,JUN,180411,1661189,Oklahoma,0.1086,18-49 years,"2022-23, Oklahoma: 18-49 years"
2022-23,NOV,1792568,8832618,New Jersey,0.2029,Overall,"2022-23, New Jersey: Overall"
2022-23,OCT,,,Kansas,,6 months to 17 years,"2022-23, Kansas: 6 months to 17 years"
2022-23,SEP,73262,2499695,Missouri,0.0293,18-49 years,"2022-23, Missouri: 18-49 years"
2022-23,SEP,5030,178339,Alabama,0.0282,2-4 years,"2022-23, Alabama: 2-4 years"
2022-23,DEC,374475,1053369,Colorado,0.3555,50-64 years,"2022-23, Colorado: 50-64 years"
2022-23,JAN,91577,274405,Colorado,0.3337,5-8 years,"2022-23, Colorado: 5-8 years"
2022-23,JUL,8,136613,Oregon,0.0001,2-4 years,"2022-23, Oregon: 2-4 years"
2022-23,MAR,17362,70468,Idaho,0.2464,2-4 years,"2022-23, Idaho: 2-4 years"
2022-23,MAY,8189,26925,District of Columbia,0.3041,13-17 years,"2022-23, District of Columbia: 13-17 years"
2023-24,DEC,35093,553690.5,Puerto Rico,0.0634,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years"
2023-24,JUL,39,1335604.5,Missouri,0,6 months to 17 years,"2023-24, Missouri: 6 months to 17 years"
2023-24,MAY,538293,2512075,Maryland,0.2143,18-49 years,"2023-24, Maryland: 18-49 years"
2024-25,NOV,,,Kansas,,2-4 years,"2024-25, Kansas: 2-4 years"
2022-23,AUG,2313,2110766,Texas,0.0011,13-17 years,"2022-23, Texas: 13-17 years"
2022-23,AUG,4105,1334197,Nevada,0.0031,18-49 years,"2022-23, Nevada: 18-49 years"
2022-23,MAY,271241,875398,Kentucky,0.3098,50-64 years,"2022-23, Kentucky: 50-64 years"
2022-23,NOV,1119745,4220498,Oregon,0.2653,Overall,"2022-23, Oregon: Overall"
2022-23,SEP,,,Chicago,,6-23 months,"2022-23, Chicago: 6-23 months"
2022-23,SEP,6615,198245,Oregon,0.0334,9-12 years,"2022-23, Oregon: 9-12 years"
2024-25,JAN,585426,2225691,Pennsylvania,0.263,6 months to 17 years,"2024-25, Pennsylvania (excluding Philadelphia County): 6 months to 17 years"
2024-25,NOV,175337,875398,Kentucky,0.2003,50-64 years,"2024-25, Kentucky: 50-64 years"
2023-24,AUG,4248,1997031,Alabama,0.0021,18-49 years,"2023-24, Alabama: 18-49 years"
2023-24,JUL,24,645996,Connecticut,0,65+ years,"2023-24, Connecticut: 65+ years"
2023-24,JUN,46962,286150,Kentucky,0.1641,13-17 years,"2023-24, Kentucky: 13-17 years"
2023-24,MAR,146363,562524,New Jersey,0.2602,13-17 years,"2023-24, New Jersey: 13-17 years"
2023-24,OCT,39951,178554.5,North Carolina,0.2237,6-23 months,"2023-24, North Carolina: 6-23 months"
2024-25,DEC,188,21412.5,Republic of Palau,0.0088,Overall,"2024-25, Republic of Palau: Overall"
2022-23,DEC,692481,3364376,Washington,0.2058,18-49 years,"2022-23, Washington: 18-49 years"
2022-23,FEB,947696,8532850,Florida,0.1111,18-49 years,"2022-23, Florida: 18-49 years"
2022-23,JUL,,,Kansas,,Overall,"2022-23, Kansas: Overall"
2022-23,JUN,329052,701836,Connecticut,0.4688,6 months to 17 years,"2022-23, Connecticut: 6 months to 17 years"
2022-23,SEP,45632,760079.5,North Dakota,0.06,Overall,"2022-23, North Dakota: Overall"
2023-24,APR,1627264,6115723.5,Missouri,0.2661,Overall,"2023-24, Missouri: Overall"
2023-24,DEC,,,Nebraska,,50-64 years,"2023-24, Nebraska: 50-64 years"
2023-24,DEC,224870,1074894.5,Montana,0.2092,Overall,"2023-24, Montana: Overall"
2023-24,FEB,100154,377461,Washington,0.2653,5-8 years,"2023-24, Washington: 5-8 years"
2023-24,JUL,,,Hawaii,,2-4 years,"2023-24, Hawaii: 2-4 years"
2023-24,JUN,281757,1668393,Texas,0.1689,5-8 years,"2023-24, Texas: 5-8 years"
2023-24,MAY,663274,2707942,Illinois,0.2449,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years"
2022-23,AUG,1910,553690.5,Puerto Rico,0.0034,6 months to 17 years,"2022-23, Puerto Rico: 6 months to 17 years"
2022-23,DEC,,,Virginia,,5-8 years,"2022-23, Virginia: 5-8 years"
2022-23,DEC,314144,1526214,Indiana,0.2058,6 months to 17 years,"2022-23, Indiana: 6 months to 17 years"
2022-23,DEC,1699229,6714728,Indiana,0.2531,Overall,"2022-23, Indiana: Overall"
2022-23,JAN,57247,268337,Utah,0.2133,13-17 years,"2022-23, Utah: 13-17 years"
2022-23,JAN,611862,2627928,Colorado,0.2328,18-49 years,"2022-23, Colorado: 18-49 years"
2023-24,MAR,2009917,5624147,Minnesota,0.3574,Overall,"2023-24, Minnesota: Overall"
2023-24,SEP,,,Virginia,,2-4 years,"2023-24, Virginia: 2-4 years"
2024-25,DEC,408027,1101973,Maine,0.3703,18+ years,"2024-25, Maine: 18+ years"
2022-23,JAN,11467,36853,South Dakota,0.3112,2-4 years,"2022-23, South Dakota: 2-4 years"
2022-23,JUL,206,5801275.5,Wisconsin,0,Overall,"2022-23, Wisconsin: Overall"
2022-23,MAR,,,Houston,,5-8 years,"2022-23, Houston: 5-8 years"
2023-24,DEC,507612,2315421,Minnesota,0.2192,18-49 years,"2023-24, Minnesota: 18-49 years"
2023-24,DEC,17420,99629,Idaho,0.1748,5-8 years,"2023-24, Idaho: 5-8 years"
2023-24,FEB,123602,361410,Pennsylvania,0.342,2-4 years,"2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years"
2022-23,AUG,37661,8922762,Pennsylvania,0.0042,18+ years,"2022-23, Pennsylvania (excluding Philadelphia County): 18+ years"
2022-23,JUN,,,Kansas,,2-4 years,"2022-23, Kansas: 2-4 years"
2022-23,MAR,32285,181154,Louisiana,0.1782,2-4 years,"2022-23, Louisiana: 2-4 years"
2023-24,DEC,,,Massachusetts,,5-8 years,"2023-24, Massachusetts: 5-8 years"
2023-24,FEB,27517,181154,Louisiana,0.1519,2-4 years,"2023-24, Louisiana: 2-4 years"
2023-24,FEB,84042,291284,Minnesota,0.2885,5-8 years,"2023-24, Minnesota: 5-8 years"
2023-24,JUL,69,302005,New York City,0.0002,2-4 years,"2023-24, New York City: 2-4 years"
2023-24,JUN,51475,94603,Colorado,0.5441,6-23 months,"2023-24, Colorado: 6-23 months"
2023-24,MAR,358209,1829219,New Jersey,0.1958,50-64 years,"2023-24, New Jersey: 50-64 years"
2023-24,MAR,74206,200231,Ohio,0.3706,6-23 months,"2023-24, Ohio: 6-23 months"
2023-24,SEP,479,4748,American Samoa,0.1009,13-17 years,"2023-24, American Samoa: 13-17 years"
2024-25,SEP,138905,2314476,Ohio,0.06,50-64 years,"2024-25, Ohio: 50-64 years"
